Image,Avg_N_Score,Image1_Age,Emotion_Similarity,label
1707_EdHarris_48_m.jpg,0.4,48,0.26,0
11307_TanyaRoberts_18_f.jpg,0.57,18,0.3,1
16290_campbell_45_f.jpg,0.44,45,0.36,1
504_motherTereza_15_f.jpg,0.55,15,0.3,1
12472_AnnaMassey_48_f.jpg,0.5,48,0.27,1
11459_JuliaRoberts_24_f.jpg,0.41,24,0.11,1
6411_JamesCoburn_44_m.jpg,0.49,44,0.1,1
9075_JeanClaudeVanDamme_47_m.jpg,0.43,47,0.12,1
12479_AnnaMassey_68_f.jpg,0.43,68,0.15,1
13254_ShirleyMacLaine_48_f.jpg,0.46,48,0.48,1
6482_JohnnyCash_28_m.jpg,0.45,28,0.05,1
12932_BarbraStreisand_70_f.jpg,0.4,70,0.45,0
1430_FriedrichNietzsche_38_m.jpg,0.5,38,0.26,1
7049_DavidNiven_69_m.jpg,0.37,69,0.14,0
14115_SusannahYork_26_f.jpg,0.44,26,0.5,1
13981_GloriaSwanson_30_f.jpg,0.44,30,0.09,1
7742_VincentPrice_79_m.jpg,0.52,79,0.2,1
7081_FessParker_76_m.jpg,0.43,76,0.11,1
6543_KlausKinski_59_m.jpg,0.5,59,0.1,1
15572_JulieHagerty_56_f.jpg,0.4,56,0.65,0
1903_EdwardFox_29_m.jpg,0.53,29,0.17,1
3660_OmarSharif_71_m.jpg,0.36,71,0.5,0
3910_TomasMilian_74_m.jpg,0.59,74,0.5,1
6644_MelFerrer_75_m.jpg,0.38,75,0.29,0
5844_HerbertLom_33_m.jpg,0.51,33,0.48,1
16119_SamuelJacksonn_50_m.jpg,0.63,50,0.18,1
14709_ElizabethTaylor_33_f.jpg,0.41,33,0.33,1
11897_BeaArthur_54_f.jpg,0.43,54,0.13,1
1409_ErnestHemingway_21_m.jpg,0.58,21,0.32,1
7_MariaCallas_41_f.jpg,0.38,41,0.17,0
501_motherTereza_68_f.jpg,0.45,68,0.3,1
2251_RodTaylor_20_m.jpg,0.6,20,0.26,1
10191_JulieAdams_24_f.jpg,0.48,24,0.58,1
2327_AbeVigoda_52_m.jpg,0.38,52,0.29,0
13663_JuneAllyson_60_f.jpg,0.53,60,0.76,1
9211_RobertMitchum_37_m.jpg,0.46,37,0.5,1
4990_WarrenBeatty_27_m.jpg,0.44,27,0.32,1
11239_PiaLindstrom_70_f.jpg,0.35,70,0.8,0
1686_BobDylan_72_m.jpg,0.54,72,0.05,1
6715_RexHarrison_33_m.jpg,0.41,33,0.12,1
2520_DonJohnson_47_m.jpg,0.35,47,0.63,0
6224_DirkBogarde_18_m.jpg,0.5,18,0.12,1
10825_PeggyLipton_66_f.jpg,0.38,66,0.65,0
5499_MichaelKeaton_47_m.jpg,0.41,47,0.29,1
11276_ShirleyJones_79_f.jpg,0.35,79,0.88,0
7226_JosephCotten_72_m.jpg,0.4,72,0.22,0
11956_AngelaLansbury_30_f.jpg,0.63,30,0.5,1
8506_AlejandroRey_43_m.jpg,0.47,43,0.06,1
98_PaulAnka_55_m.jpg,0.45,55,0.46,1
16315_Davis_40_f.jpg,0.54,40,0.08,1
11443_CyndiLauper_54_f.jpg,0.38,54,0.27,0
9921_AliMacGraw_35_f.jpg,0.5,35,0.36,1
10202_JulieAdams_49_f.jpg,0.49,49,0.12,1
7214_JosephCotten_38_m.jpg,0.42,38,0.38,1
5121_ArmandAssante_51_m.jpg,0.47,51,0.18,1
1954_JamesBest_44_m.jpg,0.55,44,0.14,1
4123_GenaRowlands_25_m.jpg,0.56,25,0.39,1
16223_RichardPryor_26_m.jpg,0.48,26,0.03,1
3538_MartinSheen_58_m.jpg,0.42,58,0.18,1
12149_FrancescaAnnis_50_f.jpg,0.45,50,0.35,1
11942_CatherineSpaak_63_f.jpg,0.49,63,0.08,1
9461_EdwardGRobinson_73_m.jpg,0.39,73,0.43,0
9871_LauraDern_14_f.jpg,0.64,14,0.18,1
4997_WarrenBeatty_28_m.jpg,0.46,28,0.12,1
12088_EvaMarieSaint_23_f.jpg,0.53,23,0.02,1
12159_FrancescaAnnis_65_f.jpg,0.46,65,0.39,1
3107_ChuckNorris_42_m.jpg,0.51,42,0.43,1
14873_BernadetteLafont_35_f.jpg,0.51,35,0.23,1
5029_WarrenBeatty_30_m.jpg,0.49,30,0.32,1
3262_IanMcKellen_25_m.jpg,0.44,25,0.19,1
2240_RayLiotta_49_m.jpg,0.31,49,0.48,0
11043_EmmaThompson_55_f.jpg,0.46,55,0.37,1
16009_SerenaWilliams_35_f.jpg,0.51,35,0.26,1
3383_JohnLithgow_39_m.jpg,0.43,39,0.04,1
8823_ArnoldSchwarzenegger_29_m.jpg,0.53,29,0.1,1
15256_DyanCannon_34_f.jpg,0.46,34,0.78,1
4991_WarrenBeatty_38_m.jpg,0.51,38,0.1,1
13460_GingerRogers_27_f.jpg,0.45,27,0.27,1
14349_KristinScottThomas_50_f.jpg,0.36,50,0.19,0
13157_JaneWyman_22_f.jpg,0.42,22,0.29,1
4763_MichelPiccoli_57_m.jpg,0.51,57,0.26,1
1499_GabrielGarciaMarquez_80_m.jpg,0.52,80,0.19,1
7823_AnthonyQuayle_25_m.jpg,0.51,25,0.4,1
13555_HelenHayes_74_f.jpg,0.45,74,0.1,1
15247_DyanCannon_20_f.jpg,0.64,20,0.04,1
16256_NelsonMandela_46_m.jpg,0.58,46,0.24,1
13448_DanielleDarrieux_91_f.jpg,0.46,91,0.1,1
714_ElVenizelos_68_m.jpg,0.49,68,0.33,1
2971_tomselleck_52_m.jpg,0.54,52,0.1,1
15243_DebraPaget_75_f.jpg,0.51,75,0.38,1
1345_Soljenitsyne_75_m.jpg,0.49,75,0.23,1
11088_JodieFoster_17_f.jpg,0.45,17,0.32,1
4970_TimothyDalton_43_m.jpg,0.39,43,0.12,0
9769_TomJones_51_f.jpg,0.44,51,0.35,1
15844_StefaniePowers_44_f.jpg,0.45,44,0.51,1
11282_SophiaLoren_32_f.jpg,0.4,32,0.11,0
1232_RobertOppenheimer_59_m.jpg,0.51,59,0,1
12076_ElsaMartinelli_63_f.jpg,0.44,63,0.3,1
16149_SidneyPoitier_25_m.jpg,0.53,25,0.31,1
10788_OrnellaMuti_54_f.jpg,0.5,54,0.34,1
1866_TomJones_73_m.jpg,0.42,73,0.35,1
3745_RogerAllam_60_m.jpg,0.42,60,0.43,1
15931_VeronicaLake_46_f.jpg,0.52,46,0.55,1
2583_GeneWilder_43_m.jpg,0.39,43,0.2,0
14242_JanetGaynor_21_f.jpg,0.43,21,0.15,1
1513_YannisRitsos_27_m.jpg,0.55,27,0.38,1
5043_AnthonyAndrews_63_m.jpg,0.37,63,0.34,0
13681_LilliPalmer_54_f.jpg,0.53,54,0,1
6133_DanaAndrews_39_m.jpg,0.4,39,0.39,0
815_JosephStalin_64_m.jpg,0.4,64,0.33,0
562_MargaretThatcher_50_f.jpg,0.61,50,0.27,1
6280_ErrolFlynn_27_m.jpg,0.48,27,0.39,1
15327_EdwigeFenech_61_f.jpg,0.7,61,0.08,1
5960_JeanMarais_35_m.jpg,0.51,35,0.29,1
5133_ArmandAssante_49_m.jpg,0.45,49,0.15,1
15160_ConnieBooth_43_f.jpg,0.59,43,0.33,1
13337_AvaGardner_24_f.jpg,0.47,24,0.52,1
13880_AnnieGirardot_30_f.jpg,0.51,30,0.26,1
8144_LorneGreene_46_m.jpg,0.32,46,0.29,0
15796_SarahDouglas_37_f.jpg,0.42,37,0.4,1
8673_JohnCassavetes_41_m.jpg,0.46,41,0.54,1
2030_JohnJames_31_m.jpg,0.38,31,0.38,0
11511_JulieChristie_32_f.jpg,0.5,32,0.21,1
13343_AvaGardner_55_f.jpg,0.48,55,0.28,1
14947_AmandaBlake_27_f.jpg,0.47,27,0.39,1
13327_AvaGardner_34_f.jpg,0.48,34,0.52,1
66_Pele_60_m.jpg,0.4,60,0.44,0
14447_PeggyAshcroft_24_f.jpg,0.42,24,0.33,1
14793_SilvanaMangano_24_f.jpg,0.5,24,0.06,1
9352_GeorgesMarchal_61_m.jpg,0.47,61,0.44,1
9567_MarcelloMastroianni_24_m.jpg,0.53,24,0.38,1
3564_MichaelYork_30_m.jpg,0.5,30,0.38,1
15624_KateOMara_75_f.jpg,0.48,75,0.29,1
16317_Davis_49_f.jpg,0.47,49,0.08,1
14727_MarleneDietrich_43_f.jpg,0.37,43,0.45,0
9164_PeterSellers_42_m.jpg,0.46,42,0.18,1
128_MickJagger_25_m.jpg,0.47,25,0.29,1
5224_DavidMcCallum_32_m.jpg,0.5,32,0.07,1
2260_RodTaylor_32_m.jpg,0.47,32,0.26,1
91_PaulAnka_60_m.jpg,0.41,60,0.46,1
11343_VirnaLisi_74_f.jpg,0.58,74,0.22,1
11995_CybillShepherd_28_f.jpg,0.44,28,0.36,1
1563_IanHolm_43_m.jpg,0.59,43,0.45,1
7395_LyleTalbot_77_m.jpg,0.44,77,0.38,1
15664_KathrynGrayson_20_f.jpg,0.46,20,0.53,1
12972_CatherineDeneuve_67_f.jpg,0.47,67,0.32,1
825_JosephStalin_65_m.jpg,0.49,65,0.24,1
10009_GoldieHawn_35_f.jpg,0.4,35,0.36,0
12984_ClaudiaCardinale_30_f.jpg,0.51,30,0.17,1
11851_BarbaraBouchet_29_f.jpg,0.45,29,0.28,1
4428_RobertPowell_64_m.jpg,0.48,64,0.23,1
149_PaulmcCartney_17_m.jpg,0.43,17,0.39,1
8171_PatrickSwayze_41_m.jpg,0.39,41,0.1,0
9103_LawrenceTierney_35_m.jpg,0.45,35,0.16,1
9922_AliMacGraw_38_f.jpg,0.67,38,0.36,1
8751_AlecGuinness_34_m.jpg,0.49,34,0.09,1
4519_DustinHoffman_76_m.jpg,0.54,76,0.12,1
2454_ChevyChase_35_m.jpg,0.33,35,0.3,0
678_FidelCastro_38_m.jpg,0.6,38,0.17,1
4196_HarveyKeitel_56_m.jpg,0.41,56,0.39,1
7638_TellySavalas_54_m.jpg,0.5,54,0.07,1
8508_AlejandroRey_47_m.jpg,0.5,47,0.06,1
1265_AlexanderGrahamBell_70_m.jpg,0.48,70,0.36,1
7055_DavidNiven_41_m.jpg,0.36,41,0.5,0
2864_RyanONeal_67_m.jpg,0.49,67,0.22,1
3988_BurtReynolds_49_m.jpg,0.44,49,0.28,1
15699_KathrynGrayson_82_f.jpg,0.41,82,0.53,1
7947_GilbertRoland_32_m.jpg,0.4,32,0.43,0
8602_DavidCarradine_70_m.jpg,0.39,70,0.17,0
10360_AnitaEkberg_61_f.jpg,0.55,61,0.44,1
7954_GilbertRoland_43_m.jpg,0.39,43,0.19,0
3645_OmarSharif_39_m.jpg,0.4,39,0.5,0
5354_JohnDerek_43_m.jpg,0.52,43,0.27,1
2940_ScottGlenn_60_m.jpg,0.42,60,0.4,1
5031_AnthonyAndrews_25_m.jpg,0.44,25,0.34,1
3497_MarisaPavan_34_m.jpg,0.45,34,0.5,1
10721_MaggieSmith_24_f.jpg,0.53,24,0.21,1
12280_LauraAntonelli_29_f.jpg,0.44,29,0.16,1
6983_CharlesBoyer_74_m.jpg,0.6,74,0.21,1
10361_AnitaEkberg_63_f.jpg,0.64,63,0.22,1
8627_FrankSinatra_48_m.jpg,0.45,48,0.46,1
16200_BillCosby_74_m.jpg,0.51,74,0.07,1
13057_GraceKelly_37_f.jpg,0.56,37,0.3,1
9426_EdwardGRobinson_40_m.jpg,0.41,40,0.43,1
9400_SteveMcQueen_42_m.jpg,0.39,42,0.46,0
10926_Arletty_64_f.jpg,0.4,64,0.45,0
11202_MonicaVitti_51_f.jpg,0.51,51,0.2,1
13823_VanessaRedgrave_60_f.jpg,0.5,60,0.38,1
222_ElvisPresley_36_m.jpg,0.37,36,0.43,0
9105_LawrenceTierney_72_m.jpg,0.56,72,0.32,1
13927_BettyGrable_31_f.jpg,0.37,31,0.6,0
827_JosephStalin_57_m.jpg,0.4,57,0.24,0
2909_SamElliott_70_m.jpg,0.45,70,0.21,1
10628_LindaEvans_55_f.jpg,0.65,55,0.48,1
4878_RomanPolanski_25_m.jpg,0.49,25,0,1
7251_KrisKristofferson_47_m.jpg,0.53,47,0.32,1
9989_GlennClose_44_f.jpg,0.29,44,0.52,0
4108_DickVanDyke_62_m.jpg,0.45,62,0.46,1
8129_LeslieNielsen_80_m.jpg,0.38,80,0.33,0
5876_HerbertLom_81_m.jpg,0.49,81,0.48,1
6692_PeterGraves_69_m.jpg,0.48,69,0.03,1
13593_JeanPeters_31_f.jpg,0.42,31,0.23,1
11128_JuneLockhart_46_f.jpg,0.44,46,0.72,1
9340_GeorgesMarchal_35_m.jpg,0.5,35,0.44,1
4480_WilliamDafoe_51_m.jpg,0.32,51,0.28,0
10491_DianneWiest_51_f.jpg,0.51,51,0.42,1
13970_DeborahKerr_30_f.jpg,0.41,30,0.57,1
10729_MerylStreep_32_f.jpg,0.4,32,0.04,0
9089_LawrenceTierney_31_m.jpg,0.48,31,0.32,1
7354_LouisJourdan_54_m.jpg,0.5,54,0.03,1
6008_JohnHuston_65_m.jpg,0.46,65,0.38,1
12318_MelindaDillion_50_f.jpg,0.55,50,0.2,1
8486_WilliamHolden_57_m.jpg,0.52,57,0.28,1
14019_GreerGarson_63_f.jpg,0.47,63,0.38,1
6381_JamesCagney_45_m.jpg,0.47,45,0.3,1
12261_JoanneWoodward_35_f.jpg,0.43,35,0.24,1
8017_HenryFonda_33_m.jpg,0.51,33,0.5,1
6208_DickieMoore_84_m.jpg,0.51,84,0.32,1
1628_AlPacino_50_m.jpg,0.41,50,0.23,1
11014_EllenBurstyn_70_f.jpg,0.37,70,0.21,0
4714_KostasVoutsas_35_m.jpg,0.56,35,0.33,1
8647_JamesStewart_45_m.jpg,0.41,45,0.1,1
16144_SamuelJacksonn_69_m.jpg,0.44,69,0.33,1
11534_LaurenBacall_20_f.jpg,0.5,20,0.22,1
7576_RobertRyan_51_m.jpg,0.34,51,0.39,0
6089_WilliamShatner_80_m.jpg,0.43,80,0.06,1
13800_ThelmaRitter_64_f.jpg,0.35,64,0.56,0
8464_WilliamHolden_23_m.jpg,0.58,23,0.28,1
2228_RayLiotta_38_m.jpg,0.4,38,0.48,0
14004_GloriaSwanson_46_f.jpg,0.51,46,0.41,1
2942_ScottGlenn_63_m.jpg,0.44,63,0.23,1
5806_ClarkGable_30_m.jpg,0.41,30,0.07,1
8114_LeslieNielsen_54_m.jpg,0.37,54,0.33,0
3490_MarisaPavan_25_m.jpg,0.46,25,0.03,1
53_Pele_32_m.jpg,0.41,32,0.08,1
14208_GeraldinePage_45_f.jpg,0.61,45,0.14,1
9859_KimNovak_29_f.jpg,0.5,29,0.33,1
7633_TellySavalas_63_m.jpg,0.6,63,0.17,1
9316_GeorgeMontgomery_34_m.jpg,0.46,34,0.43,1
45_Pele_21_m.jpg,0.4,21,0.16,0
10329_TerryMoore_76_f.jpg,0.5,76,0.68,1
1321_AlbertCamus_40_m.jpg,0.49,40,0.04,1
12602_FrancesDee_35_f.jpg,0.41,35,0.3,1
2458_ClaudeRich_32_m.jpg,0.55,32,0.23,1
13736_PatriciaNeal_47_f.jpg,0.37,47,0.65,0
7694_UgoTognazzi_52_m.jpg,0.48,52,0.39,1
6022_JohnHuston_80_m.jpg,0.47,80,0.06,1
4006_BurtReynolds_37_m.jpg,0.5,37,0.23,1
3631_MikeConnors_83_m.jpg,0.41,83,0.47,1
7988_GiulianoGemma_35_m.jpg,0.53,35,0.05,1
2056_JonVoight_37_m.jpg,0.46,37,0.3,1
2491_ClaudeRich_77_m.jpg,0.5,77,0.08,1
13850_AnneBancroft_53_f.jpg,0.5,53,0.53,1
3814_StacyKeach_47_m.jpg,0.45,47,0.39,1
5421_KennethBranagh_24_m.jpg,0.46,24,0.32,1
12787_MargaretOBrien_15_f.jpg,0.51,15,0.5,1
6010_JohnHuston_67_m.jpg,0.51,67,0.09,1
5215_ClintEastwood_74_m.jpg,0.41,74,0.08,1
2431_ChevyChase_40_m.jpg,0.32,40,0.3,0
6868_ThomasTerry_63_m.jpg,0.4,63,0.07,0
12242_IsabelleAdjani_50_f.jpg,0.53,50,0.09,1
1325_AlbertCamus_36_m.jpg,0.41,36,0.48,1
2170_Mparkoulis_32_m.jpg,0.45,32,0.07,1
481_JWMarriott_62_m.jpg,0.63,62,0.5,1
11352_VirnaLisi_30_f.jpg,0.61,30,0.47,1
474_JWMarriott_77_m.jpg,0.35,77,0.5,0
2235_RayLiotta_44_m.jpg,0.37,44,0.21,0
2300_SamNeill_40_m.jpg,0.47,40,0.36,1
7974_GilbertRoland_62_m.jpg,0.41,62,0.19,1
866_WinstonChurchill_67_m.jpg,0.35,67,0.41,0
14686_ClaudetteColbert_48_f.jpg,0.37,48,0.35,0
14350_KristinScottThomas_51_f.jpg,0.37,51,0.56,0
8739_RichardAttenborough_55_m.jpg,0.59,55,0.06,1
4494_CarlosSantana_35_m.jpg,0.51,35,0.41,1
480_JWMarriott_60_m.jpg,0.5,60,0.2,1
16474_SerenaWilliams_18_f.jpg,0.41,18,0.17,1
16313_Carroll_78_f.jpg,0.56,78,0.36,1
10610_LindaEvans_31_f.jpg,0.53,31,0.1,1
13804_VanessaRedgrave_30_f.jpg,0.52,30,0.38,1
9654_BoDerek_39_f.jpg,0.41,39,0.33,1
12653_IsabelleHuppert_32_f.jpg,0.52,32,0.13,1
14615_YvonneDeCarlo_50_f.jpg,0.52,50,0.3,1
8503_AlejandroRey_54_m.jpg,0.45,54,0.22,1
8685_JohnCassavetes_55_m.jpg,0.46,55,0.54,1
8302_RichardChamberlain_78_m.jpg,0.57,78,0.14,1
146_PaulmcCartney_20_m.jpg,0.63,20,0.18,1
2473_ClaudeRich_53_m.jpg,0.47,53,0.23,1
3688_RingoStarr_29_m.jpg,0.51,29,0.54,1
10642_LuiseRainer_25_f.jpg,0.45,25,0.08,1
7432_MickeyRooney_71_m.jpg,0.52,71,0.36,1
9008_GeorgeCScott_26_m.jpg,0.68,26,0.38,1
7041_DavidNiven_47_m.jpg,0.31,47,0.5,0
12322_MelindaDillion_59_f.jpg,0.51,59,0.2,1
7648_TonyCurtis_47_m.jpg,0.44,47,0.48,1
4998_WarrenBeatty_29_m.jpg,0.48,29,0.32,1
2995_WoodyAllen_58_m.jpg,0.43,58,0.2,1
6647_MelFerrer_87_m.jpg,0.45,87,0.29,1
7162_JohnGarfield_25_m.jpg,0.44,25,0.44,1
9917_AliMacGraw_31_f.jpg,0.51,31,0,1
5053_AnthonyAndrews_61_m.jpg,0.38,61,0.34,0
9457_EdwardGRobinson_69_m.jpg,0.43,69,0.19,1
5931_JackLarson_40_m.jpg,0.44,40,0.28,1
4016_CharlieSheen_17_m.jpg,0.55,17,0.26,1
11548_LaurenBacall_65_f.jpg,0.53,65,0.36,1
6029_RafVallone_35_m.jpg,0.44,35,0.37,1
3959_BrianDennehy_60_m.jpg,0.43,60,0.41,1
2627_JamesWoods_58_m.jpg,0.28,58,0.3,0
5168_BobHope_74_m.jpg,0.35,74,0.42,0
3258_GeneHackman_52_m.jpg,0.44,52,0.12,1
7469_PeterMarkRichman_33_m.jpg,0.44,33,0.07,1
15175_ConnieBooth_66_f.jpg,0.49,66,0.18,1
6890_YvesMontand_48_m.jpg,0.39,48,0.24,0
8494_AlejandroRey_35_m.jpg,0.42,35,0.22,1
12082_ElsaMartinelli_73_f.jpg,0.43,73,0.07,1
8336_RichardCrenna_62_m.jpg,0.52,62,0.38,1
662_TonyBlair_54_m.jpg,0.38,54,0.26,0
9014_HumphreyBogard_47_m.jpg,0.48,47,0.48,1
1897_AlanYoung_89_m.jpg,0.46,89,0.65,1
15925_VeronicaLake_24_f.jpg,0.42,24,0.55,1
279_PabloPicasso_73_m.jpg,0.38,73,0.15,0
7209_JosephCotten_6_m.jpg,0.6,6,0.22,1
13960_DeborahKerr_64_f.jpg,0.49,64,0.13,1
1448_FriedrichNietzsche_17_m.jpg,0.47,17,0.21,1
8525_CharlesBronson_63_m.jpg,0.43,63,0.17,1
8200_PeterUstinov_75_m.jpg,0.49,75,0.31,1
5147_BobHope_31_m.jpg,0.48,31,0.42,1
4533_DustinHoffman_30_m.jpg,0.51,30,0.48,1
12591_DonnaReed_62_f.jpg,0.44,62,0.59,1
6858_ThomasTerry_51_m.jpg,0.51,51,0.34,1
8365_SimonMacCorkindale_45_m.jpg,0.48,45,0.2,1
12392_UrsulaAndress_26_f.jpg,0.49,26,0.41,1
6859_ThomasTerry_52_m.jpg,0.47,52,0.41,1
14463_PeggyAshcroft_57_f.jpg,0.43,57,0.33,1
13452_DanielleDarrieux_41_f.jpg,0.62,41,0.33,1
7736_VincentPrice_69_m.jpg,0.54,69,0.37,1
4504_CarlosSantana_29_m.jpg,0.45,29,0.41,1
4943_StevenBerkoff_56_m.jpg,0.41,56,0.17,1
13825_VanessaRedgrave_61_f.jpg,0.48,61,0.38,1
3010_AlanRickman_36_m.jpg,0.54,36,0.41,1
13186_MichellePfeiffer_24_f.jpg,0.55,24,0,1
8913_ErnestBorgnine_41_m.jpg,0.43,41,0.03,1
11325_TanyaRoberts_55_f.jpg,0.39,55,0.35,0
9447_EdwardGRobinson_58_m.jpg,0.37,58,0.43,0
2570_GaryOldman_54_m.jpg,0.39,54,0.2,0
11084_JodieFoster_12_f.jpg,0.67,12,0.5,1
1117_FaradayMichael_58_m.jpg,0.44,58,0.06,1
3919_TommySands_19_m.jpg,0.64,19,0.05,1
1230_ClaudeLВviStrauss_50_m.jpg,0.36,50,0,0
13138_JaneRussell_87_f.jpg,0.39,87,0.23,0
2850_RyanONeal_31_m.jpg,0.47,31,0.22,1
1481_CarlMarx_45_m.jpg,0.35,45,0.5,0
7789_AndyGriffith_35_m.jpg,0.49,35,0.19,1
1783_TomHanks_47_m.jpg,0.4,47,0.31,0
10004_GoldieHawn_27_f.jpg,0.47,27,0.04,1
10583_KathrynHays_77_f.jpg,0.5,77,0.5,1
9532_RicardoMontalbаn_23_m.jpg,0.61,23,0,1
9069_JeanClaudeVanDamme_52_m.jpg,0.46,52,0.24,1
14357_LorettaYoung_16_f.jpg,0.48,16,0.34,1
3939_TommySands_70_m.jpg,0.54,70,0.55,1
15000_AnnJillian_64_f.jpg,0.55,64,0.48,1
6450_JohnVernon_36_m.jpg,0.48,36,0.41,1
5160_BobHope_52_m.jpg,0.34,52,0.42,0
2660_JerryLewis_82_m.jpg,0.51,82,0.06,1
13300_SigourneyWeaver_32_f.jpg,0.38,32,0.67,0
13560_IreneDunne_39_f.jpg,0.39,39,0.12,0
6362_JamesArness_68_m.jpg,0.44,68,0.37,1
13863_AnneBancroft_22_f.jpg,0.68,22,0.53,1
6778_RowanAtkinson_30_m.jpg,0.36,30,0.23,0
9209_RobertMitchum_48_m.jpg,0.53,48,0.5,1
14132_SusannahYork_56_f.jpg,0.39,56,0.5,0
7515_RichardBoone_47_m.jpg,0.42,47,0.14,1
822_JosephStalin_30_m.jpg,0.46,30,0.33,1
1127_FaradayMichael_60_m.jpg,0.36,60,0.62,0
12634_HedyLamarr_25_f.jpg,0.47,25,0.36,1
5779_BenGazzara_45_m.jpg,0.53,45,0.44,1
6910_YvesMontand_70_m.jpg,0.42,70,0.39,1
8510_CharlesBronson_58_m.jpg,0.49,58,0.22,1
16375_Houston_46_f.jpg,0.5,46,0.42,1
5524_NicolasSarkozy_34_m.jpg,0.58,34,0.03,1
11918_BeaArthur_85_f.jpg,0.61,85,0.26,1
7961_GilbertRoland_51_m.jpg,0.4,51,0.43,0
13346_BetteDavis_27_f.jpg,0.42,27,0.11,1
10348_AnitaEkberg_33_f.jpg,0.62,33,0.22,1
7252_KrisKristofferson_49_m.jpg,0.51,49,0.32,1
1733_TimCurry_37_m.jpg,0.45,37,0.36,1
14702_ElizabethTaylor_21_f.jpg,0.41,21,0.33,1
3844_SteveKanaly_34_m.jpg,0.46,34,0.22,1
8818_ArnoldSchwarzenegger_22_m.jpg,0.47,22,0.1,1
479_JWMarriott_75_m.jpg,0.38,75,0.5,0
1170_AlbertSchweitzer_70_m.jpg,0.44,70,0.43,1
530_angelamerkel_47_f.jpg,0.38,47,0.44,0
8507_AlejandroRey_45_m.jpg,0.43,45,0.22,1
13820_VanessaRedgrave_56_f.jpg,0.45,56,0.38,1
6444_JohnVernon_30_m.jpg,0.47,30,0.04,1
14291_JoanCrawford_66_f.jpg,0.68,66,0.1,1
5660_RayDanton_30_m.jpg,0.46,30,0.5,1
3743_RogerAllam_58_m.jpg,0.41,58,0.43,1
467_ConradHilton_73_m.jpg,0.29,73,0.62,0
10465_BetteMidler_55_f.jpg,0.37,55,0.75,0
4389_RobertDuvall_62_m.jpg,0.48,62,0.23,1
5227_DavidMcCallum_36_m.jpg,0.44,36,0.1,1
8484_WilliamHolden_55_m.jpg,0.49,55,0.21,1
10899_TippiHedren_73_f.jpg,0.36,73,0.42,0
11784_ValerieHarper_26_f.jpg,0.48,26,0.04,1
906_AndreasPapantreou_65_m.jpg,0.44,65,0.17,1
4453_StevenSeagal_59_m.jpg,0.52,59,0.08,1
7919_GeorgePeppard_51_m.jpg,0.52,51,0.12,1
10396_AnnMargret_63_f.jpg,0.58,63,0.39,1
12668_IsabelleHuppert_58_f.jpg,0.5,58,0.13,1
8108_Konstantaras_59_m.jpg,0.46,59,0.17,1
9112_MarlonBrando_25_m.jpg,0.61,25,0.5,1
1539_Bono_35_m.jpg,0.58,35,0.33,1
15348_ErinGray_39_f.jpg,0.34,39,0.06,0
4884_RomanPolanski_32_m.jpg,0.43,32,0.4,1
8796_AnthonyPerkins_38_m.jpg,0.52,38,0.44,1
663_TonyBlair_52_m.jpg,0.42,52,0.52,1
13041_GeraldineChaplin_52_f.jpg,0.41,52,0.19,1
6445_JohnVernon_31_m.jpg,0.42,31,0.41,1
4186_HarveyKeitel_39_m.jpg,0.52,39,0.03,1
13578_IreneDunne_68_f.jpg,0.38,68,0.2,0
13505_GladysCooper_54_f.jpg,0.46,54,0.33,1
3163_DerekJacobi_33_m.jpg,0.42,33,0.45,1
13847_AnneBancroft_33_f.jpg,0.49,33,0.28,1
9393_SteveMcQueen_37_m.jpg,0.47,37,0.46,1
12675_JamieLeeCurtis_26_f.jpg,0.48,26,0.52,1
10814_PeggyLipton_51_f.jpg,0.69,51,0.65,1
6799_RoyScheider_45_m.jpg,0.39,45,0.21,0
1061_EnricoFermi_48_m.jpg,0.39,48,0.5,0
12694_JamieLeeCurtis_55_f.jpg,0.58,55,0.1,1
9523_CHARLIERUGGLES_75_m.jpg,0.49,75,0.13,1
14266_JanetGaynor_47_f.jpg,0.58,47,0.65,1
1025_ClerkMaxwell_30_m.jpg,0.4,30,0.71,0
9754_TomJones_24_f.jpg,0.6,24,0.05,1
1601_AlCorley_31_m.jpg,0.63,31,0.48,1
7372_LyleTalbot_31_m.jpg,0.46,31,0.12,1
9221_RobertMitchum_34_m.jpg,0.5,34,0.5,1
12460_AnnaMassey_20_f.jpg,0.51,20,0.15,1
1125_FaradayMichael_53_m.jpg,0.38,53,0.06,0
12745_JenniferAniston_31_f.jpg,0.55,31,0.43,1
13710_NormaShearer_33_f.jpg,0.49,33,0.38,1
3078_BruceWillis_38_m.jpg,0.5,38,0.26,1
16051_MorganFreeman_52_m.jpg,0.46,52,0.1,1
148_PaulmcCartney_17_m.jpg,0.44,17,0.07,1
5510_MichaelKeaton_62_m.jpg,0.39,62,0.29,0
3779_SeanConnery_36_m.jpg,0.45,36,0.53,1
12615_FrancesDee_91_f.jpg,0.5,91,0.35,1
16440_Tyson_90_f.jpg,0.54,90,0.47,1
13209_MichellePfeiffer_49_f.jpg,0.38,49,0.5,0
14343_KristinScottThomas_43_f.jpg,0.39,43,0.56,0
16329_Dee_69_f.jpg,0.47,69,0.14,1
7884_FredAstaire_54_m.jpg,0.4,54,0.55,0
2033_JohnJames_34_m.jpg,0.53,34,0.38,1
