Image,MS,Adj_MS,Emotion_Similarity,label
11318_TanyaRoberts_39_f.jpg,0.63,0.5,0.35,1
15584_KateOMara_28_f.jpg,0.3,0.23,0.12,0
6793_RoyScheider_40_m.jpg,0.62,0.44,0.21,1
589_QueenElizabet_46_f.jpg,0.58,0.5,0.52,1
8524_CharlesBronson_65_m.jpg,0.56,0.46,0.22,1
3478_LeslieCaron_78_m.jpg,0.54,0.5,0.36,1
435_JohnDRockefeller_36_m.jpg,0.58,0.38,0.5,1
13590_JeanPeters_26_f.jpg,0.55,0.42,0.09,1
6293_ErrolFlynn_23_m.jpg,0.52,0.35,0.03,1
16406_Ross_68_f.jpg,0.52,0.34,0.53,1
5155_BobHope_70_m.jpg,0.63,0.49,0.42,1
6580_LexBarker_33_m.jpg,0.46,0.37,0.12,0
11374_ZsaZsaGabor_45_f.jpg,0.56,0.52,0.49,1
13253_ShirleyMacLaine_45_f.jpg,0.53,0.43,0.3,1
4694_JohnTravolta_27_m.jpg,0.57,0.37,0.48,1
12876_RuthGordon_23_f.jpg,0.43,0.35,0.17,0
851_mahatmagandhi_73_m.jpg,0.53,0.37,0.14,1
2953_tomselleck_34_m.jpg,0.69,0.6,0.1,1
11263_ShirleyJones_59_f.jpg,0.6,0.54,0.88,1
6747_RockHudson_29_m.jpg,0.6,0.46,0.36,1
3681_RingoStarr_23_m.jpg,0.48,0.37,0.14,0
10037_HelenHunt_22_f.jpg,0.67,0.51,0.05,1
10948_DaliahLavi_33_f.jpg,0.48,0.4,0.15,0
2975_tomselleck_59_m.jpg,0.67,0.58,0.0,1
14152_VivienLeigh_38_f.jpg,0.65,0.48,0.64,1
7973_GilbertRoland_46_m.jpg,0.6,0.42,0.43,1
1737_TimCurry_45_m.jpg,0.51,0.44,0.14,1
2857_RyanONeal_48_m.jpg,0.49,0.4,0.22,0
9968_ElkeSommer_58_f.jpg,0.52,0.45,0.56,1
6408_JamesCoburn_41_m.jpg,0.55,0.46,0.1,1
1178_ErnestRutherford_28_m.jpg,0.53,0.41,0.25,1
13284_AmandaRedman_42_f.jpg,0.27,0.22,0.27,0
14638_BarbaraStanwyck_44_f.jpg,0.57,0.45,0.53,1
11557_LaurenBacall_85_f.jpg,0.55,0.41,0.36,1
14360_LorettaYoung_22_f.jpg,0.55,0.42,0.0,1
3445_LeslieCaron_24_m.jpg,0.48,0.38,0.36,0
4070_ClintWalker_50_m.jpg,0.46,0.41,0.25,0
14309_JoanFontaine_68_f.jpg,0.59,0.35,0.42,1
14890_BernadetteLafont_63_f.jpg,0.44,0.39,0.21,0
10662_LuiseRainer_22_f.jpg,0.54,0.39,0.22,1
5058_AnthonyAndrews_45_m.jpg,0.64,0.45,0.34,1
14809_SilvanaMangano_41_f.jpg,0.54,0.42,0.19,1
4183_HarveyKeitel_36_m.jpg,0.48,0.43,0.23,0
15854_StВphaneAudran_25_f.jpg,0.47,0.37,0.0,0
9531_RicardoMontalbаn_22_m.jpg,0.53,0.43,0.0,1
2610_JamesWoods_36_m.jpg,0.65,0.55,0.3,1
2437_ChevyChase_52_m.jpg,0.7,0.56,0.3,1
14782_ShelleyWinters_24_f.jpg,0.48,0.28,0.27,0
9894_RoseMarie_37_f.jpg,0.43,0.4,0.63,0
1783_TomHanks_47_m.jpg,0.6,0.48,0.31,1
8006_GiulianoGemma_63_m.jpg,0.51,0.45,0.2,1
12232_IsabelleAdjani_30_f.jpg,0.48,0.36,0.42,0
1368_BertrandRussell_25_m.jpg,0.45,0.15,0.1,0
4885_RomanPolanski_33_m.jpg,0.59,0.51,0.4,1
3085_BruceWillis_45_m.jpg,0.57,0.46,0.29,1
3860_SteveKanaly_62_m.jpg,0.53,0.47,0.37,1
10522_FayeDunaway_58_f.jpg,0.58,0.49,0.64,1
936_FranklinDRoosevelt_51_m.jpg,0.62,0.45,0.37,1
14686_ClaudetteColbert_48_f.jpg,0.63,0.45,0.35,1
15777_PamelaSueMartin_53_f.jpg,0.57,0.47,0.43,1
2348_AbeVigoda_79_m.jpg,0.68,0.64,0.09,1
11134_JuneLockhart_65_f.jpg,0.56,0.52,0.72,1
4431_RobertPowell_69_m.jpg,0.55,0.52,0.27,1
675_FidelCastro_24_m.jpg,0.43,0.36,0.25,0
902_AndreasPapantreou_48_m.jpg,0.58,0.42,0.04,1
13832_VanessaRedgrave_68_f.jpg,0.4,0.36,0.26,0
3783_SeanConnery_74_m.jpg,0.44,0.28,0.0,0
418_LelandStanford_26_m.jpg,0.45,0.23,0.2,0
13230_RoyScheider_60_f.jpg,0.61,0.47,0.17,1
5674_RayDanton_49_m.jpg,0.45,0.37,0.05,0
1872_AlanYoung_29_m.jpg,0.61,0.48,0.65,1
7696_UgoTognazzi_53_m.jpg,0.52,0.44,0.17,1
6459_JohnVernon_49_m.jpg,0.57,0.47,0.19,1
15945_MartinLutherKing_34_m.jpg,0.42,0.31,0.24,0
6000_JohnHuston_52_m.jpg,0.51,0.47,0.24,1
7080_FessParker_74_m.jpg,0.6,0.58,0.11,1
5416_JonFinch_54_m.jpg,0.41,0.35,0.36,0
16402_Ross_36_f.jpg,0.56,0.47,0.53,1
9676_MegRyan_29_f.jpg,0.32,0.24,0.03,0
968_Gaddafi_28_m.jpg,0.47,0.29,0.1,0
11306_TanyaRoberts_17_f.jpg,0.61,0.47,0.2,1
8298_RichardChamberlain_71_m.jpg,0.5,0.47,0.39,0
2574_GeneWilder_33_m.jpg,0.6,0.54,0.27,1
4806_PierceBrosnan_51_m.jpg,0.63,0.51,0.39,1
13512_GladysCooper_74_f.jpg,0.48,0.32,0.12,0
7360_LouisJourdan_67_m.jpg,0.55,0.5,0.44,1
14112_SusannahYork_22_f.jpg,0.53,0.41,0.5,1
1002_StephenHawking_15_m.jpg,0.46,0.38,0.08,0
4826_RobertRedford_37_m.jpg,0.46,0.41,0.24,0
14262_JanetGaynor_23_f.jpg,0.31,0.21,0.65,0
1982_JamesCaan_28_m.jpg,0.35,0.27,0.31,0
10127_JaneFonda_68_f.jpg,0.6,0.53,0.62,1
74_PaulAnka_15_m.jpg,0.49,0.34,0.46,0
8794_AnthonyPerkins_36_m.jpg,0.53,0.43,0.0,1
6449_JohnVernon_35_m.jpg,0.45,0.38,0.22,0
7014_ChristopherWalken_53_m.jpg,0.64,0.54,0.17,1
11764_TildaSwinton_28_f.jpg,0.71,0.54,0.37,1
6424_JamesCoburn_65_m.jpg,0.52,0.48,0.35,1
12298_LauraAntonelli_55_f.jpg,0.61,0.52,0.48,1
1717_EdHarris_60_m.jpg,0.62,0.53,0.26,1
6895_YvesMontand_53_m.jpg,0.53,0.45,0.24,1
681_FidelCastro_78_m.jpg,0.53,0.45,0.17,1
2276_RodTaylor_50_m.jpg,0.58,0.49,0.36,1
13204_MichellePfeiffer_38_f.jpg,0.59,0.44,0.5,1
5661_RayDanton_31_m.jpg,0.58,0.45,0.5,1
3738_RogerAllam_53_m.jpg,0.6,0.5,0.43,1
3913_TomasMilian_76_m.jpg,0.41,0.38,0.06,0
4346_RalphMacchio_24_m.jpg,0.51,0.39,0.19,1
1565_IanHolm_45_m.jpg,0.49,0.44,0.09,0
4472_WilliamDafoe_44_m.jpg,0.66,0.52,0.28,1
12996_ClaudiaCardinale_47_f.jpg,0.55,0.46,0.2,1
11342_VirnaLisi_73_f.jpg,0.45,0.25,0.22,0
1356_BertrandRussell_75_m.jpg,0.63,0.49,0.48,1
11026_EmmaThompson_27_f.jpg,0.55,0.41,0.37,1
5671_RayDanton_43_m.jpg,0.44,0.35,0.5,0
16412_Ross_25_f.jpg,0.51,0.29,0.53,1
5374_JohnMalkovich_39_m.jpg,0.59,0.49,0.42,1
14162_EstherWilliams_26_f.jpg,0.65,0.52,0.88,1
16456_Tyson_46_f.jpg,0.51,0.31,0.13,1
978_Einstain_68_m.jpg,0.59,0.38,0.55,1
12842_MaryTylerMoore_71_f.jpg,0.59,0.55,0.78,1
7691_UgoTognazzi_49_m.jpg,0.44,0.37,0.06,0
8914_ErnestBorgnine_43_m.jpg,0.58,0.56,0.17,1
4873_RogerMoore_47_m.jpg,0.56,0.38,0.38,1
6738_RexHarrison_75_m.jpg,0.51,0.48,0.31,1
2922_ScottGlenn_42_m.jpg,0.5,0.43,0.4,0
11897_BeaArthur_54_f.jpg,0.57,0.5,0.13,1
8951_FredMacMurray_32_m.jpg,0.63,0.57,0.42,1
11926_CatherineSpaak_24_f.jpg,0.47,0.36,0.08,0
7565_RobertRyan_37_m.jpg,0.66,0.56,0.26,1
2278_RodTaylor_52_m.jpg,0.53,0.45,0.05,1
15493_JeanetteMacDonald_59_f.jpg,0.56,0.43,0.6,1
12738_JenniferAniston_22_f.jpg,0.56,0.42,0.26,1
10621_LindaEvans_44_f.jpg,0.25,0.2,0.13,0
10397_AnnMargret_64_f.jpg,0.47,0.42,0.39,0
14242_JanetGaynor_21_f.jpg,0.57,0.43,0.15,1
3157_DannyDeVito_64_m.jpg,0.59,0.52,0.22,1
350_Onasis_65_m.jpg,0.57,0.43,0.44,1
7028_DavidNiven_27_m.jpg,0.56,0.43,0.14,1
11304_SophiaLoren_36_f.jpg,0.58,0.35,0.15,1
13981_GloriaSwanson_30_f.jpg,0.56,0.43,0.09,1
8342_RichardCrenna_72_m.jpg,0.54,0.51,0.12,1
11147_JuneLockhart_88_f.jpg,0.56,0.55,0.72,1
6423_JamesCoburn_64_m.jpg,0.39,0.36,0.35,0
9893_RoseMarie_35_f.jpg,0.42,0.4,0.63,0
7832_AnthonyQuayle_48_m.jpg,0.54,0.46,0.4,1
11826_AnjelicaHuston_51_f.jpg,0.63,0.52,0.43,1
15111_CatherineSchell_26_f.jpg,0.55,0.42,0.66,1
16399_Ross_31_f.jpg,0.45,0.38,0.21,0
16339_Dee_57_f.jpg,0.47,0.29,0.14,0
15576_KateOMara_20_f.jpg,0.49,0.38,0.29,0
7777_AlbertoSordi_69_m.jpg,0.45,0.41,0.07,0
9632_AlexandrakisAlekos_55_m.jpg,0.5,0.34,0.25,0
6193_DickieMoore_15_m.jpg,0.43,0.34,0.32,0
15093_BonnieHunt_37_f.jpg,0.37,0.29,0.76,0
11814_AnjelicaHuston_31_f.jpg,0.62,0.54,0.43,1
16137_SamuelJacksonn_63_m.jpg,0.57,0.49,0.33,1
5786_BenGazzara_59_m.jpg,0.59,0.53,0.02,1
6752_RockHudson_31_m.jpg,0.59,0.47,0.36,1
3090_BruceWillis_50_m.jpg,0.46,0.38,0.16,0
6382_JamesCagney_48_m.jpg,0.61,0.52,0.15,1
11894_BeaArthur_52_f.jpg,0.45,0.4,0.0,0
8075_JohnForsythe_52_m.jpg,0.49,0.43,0.37,0
1818_TomHulce_49_m.jpg,0.52,0.42,0.5,1
15362_ErinGray_58_f.jpg,0.67,0.57,0.69,1
1339_Soljenitsyne_55_m.jpg,0.54,0.4,0.0,1
8514_CharlesBronson_48_m.jpg,0.58,0.44,0.11,1
5046_AnthonyAndrews_51_m.jpg,0.63,0.48,0.09,1
13987_GloriaSwanson_51_f.jpg,0.53,0.4,0.32,1
3129_ChuckNorris_67_m.jpg,0.57,0.51,0.32,1
10715_MaggieSmith_73_f.jpg,0.43,0.35,0.42,0
10721_MaggieSmith_24_f.jpg,0.47,0.26,0.21,0
9646_BoDerek_25_f.jpg,0.57,0.43,0.33,1
13317_SigourneyWeaver_63_f.jpg,0.58,0.52,0.06,1
13138_JaneRussell_87_f.jpg,0.61,0.63,0.23,1
5187_CharlesGrodin_45_m.jpg,0.52,0.46,0.08,1
13012_GeraldineChaplin_22_f.jpg,0.46,0.35,0.42,0
3667_PhilHartman_34_m.jpg,0.61,0.49,0.4,1
11682_MireilleDarc_57_f.jpg,0.45,0.39,0.39,0
14473_PeggyAshcroft_74_f.jpg,0.39,0.34,0.23,0
1765_TomHanks_31_m.jpg,0.29,0.24,0.31,0
13288_AmandaRedman_46_f.jpg,0.57,0.46,0.6,1
2599_GeneWilder_75_m.jpg,0.64,0.62,0.2,1
11032_EmmaThompson_35_f.jpg,0.62,0.49,0.37,1
13379_CelesteHolm_56_f.jpg,0.69,0.61,0.53,1
1653_BobDylan_24_m.jpg,0.5,0.39,0.19,0
10732_MerylStreep_38_f.jpg,0.67,0.56,0.04,1
3154_DannyDeVito_60_m.jpg,0.53,0.45,0.35,1
6273_ErrolFlynn_29_m.jpg,0.58,0.43,0.32,1
13451_DanielleDarrieux_93_f.jpg,0.53,0.53,0.41,1
14200_GeraldinePage_34_f.jpg,0.52,0.38,0.14,1
8064_JohnForsythe_25_m.jpg,0.39,0.31,0.11,0
5689_RoyRogers_24_m.jpg,0.58,0.46,0.6,1
6164_DanaAndrews_74_m.jpg,0.51,0.5,0.32,1
14876_BernadetteLafont_41_f.jpg,0.47,0.39,0.26,0
9436_EdwardGRobinson_47_m.jpg,0.58,0.51,0.43,1
9155_PeterSellers_41_m.jpg,0.53,0.4,0.09,1
14041_JudyGarland_21_f.jpg,0.48,0.36,0.25,0
5128_ArmandAssante_41_m.jpg,0.55,0.44,0.18,1
6884_YvesMontand_39_m.jpg,0.55,0.47,0.24,1
13314_SigourneyWeaver_59_f.jpg,0.66,0.57,0.67,1
11299_SophiaLoren_17_f.jpg,0.46,0.23,0.11,0
3842_SteveKanaly_32_m.jpg,0.49,0.41,0.37,0
11725_SusanSarandon_28_f.jpg,0.53,0.41,0.14,1
11480_JulieAndrews_31_f.jpg,0.5,0.42,0.14,0
5102_AnthonyHopkins_57_m.jpg,0.66,0.51,0.18,1
9167_PeterSellers_54_m.jpg,0.58,0.42,0.18,1
9533_RicardoMontalbаn_25_m.jpg,0.53,0.42,0.0,1
118_MickJagger_50_m.jpg,0.55,0.35,0.2,1
13419_DanielleDarrieux_38_f.jpg,0.5,0.45,0.08,0
10582_KathrynHays_75_f.jpg,0.52,0.49,0.5,1
1558_IanHolm_34_m.jpg,0.46,0.43,0.09,0
10267_LivUllmann_71_f.jpg,0.54,0.49,0.07,1
3297_JackColeman_29_m.jpg,0.61,0.46,0.15,1
12683_JamieLeeCurtis_40_f.jpg,0.52,0.41,0.52,1
4897_RomanPolanski_41_m.jpg,0.49,0.42,0.1,0
8135_LeslieNielsen_65_m.jpg,0.58,0.42,0.33,1
6039_RafVallone_47_m.jpg,0.57,0.49,0.37,1
11475_JulieAndrews_21_f.jpg,0.39,0.3,0.14,0
1364_BertrandRussell_60_m.jpg,0.63,0.38,0.24,1
8938_ErnestBorgnine_85_m.jpg,0.58,0.59,0.5,1
12254_JoanneWoodward_26_f.jpg,0.57,0.43,0.16,1
14342_KristinScottThomas_41_f.jpg,0.4,0.32,0.56,0
8947_FredMacMurray_27_m.jpg,0.55,0.44,0.42,1
9320_GeorgeMontgomery_40_m.jpg,0.58,0.46,0.43,1
5375_JohnMalkovich_40_m.jpg,0.48,0.39,0.13,0
10720_MaggieSmith_70_f.jpg,0.45,0.37,0.03,0
460_BerryGordy_52_m.jpg,0.61,0.43,0.58,1
8217_RandolphScott_34_m.jpg,0.57,0.5,0.22,1
6778_RowanAtkinson_30_m.jpg,0.64,0.48,0.23,1
2155_MelGibson_44_m.jpg,0.55,0.44,0.22,1
5005_WarrenBeatty_43_m.jpg,0.36,0.31,0.29,0
16462_Tyson_52_f.jpg,0.42,0.28,0.13,0
4546_ElliottGould_32_m.jpg,0.52,0.43,0.2,1
13441_DanielleDarrieux_70_f.jpg,0.55,0.51,0.41,1
4883_RomanPolanski_30_m.jpg,0.58,0.45,0.12,1
6689_PeterGraves_60_m.jpg,0.3,0.25,0.17,0
4393_RobertDuvall_67_m.jpg,0.51,0.46,0.23,1
9923_AliMacGraw_41_f.jpg,0.56,0.49,0.09,1
14114_SusannahYork_24_f.jpg,0.53,0.41,0.5,1
5087_AnthonyHopkins_68_m.jpg,0.47,0.37,0.18,0
875_WinstonChurchill_68_m.jpg,0.67,0.52,0.41,1
331_LarryEllison_68_m.jpg,0.67,0.47,0.36,1
12350_MyrnaLoy_32_f.jpg,0.62,0.48,0.55,1
1922_EdwardFox_49_m.jpg,0.55,0.48,0.17,1
9814_JaneAsher_55_f.jpg,0.45,0.37,0.33,0
7291_LeifErickson_54_m.jpg,0.58,0.48,0.23,1
1552_Bono_49_m.jpg,0.43,0.35,0.33,0
4995_WarrenBeatty_25_m.jpg,0.35,0.27,0.12,0
5825_FrancesDee_37_m.jpg,0.59,0.43,0.3,1
7192_JohnWayne_35_m.jpg,0.59,0.47,0.04,1
1566_IanHolm_46_m.jpg,0.44,0.39,0.45,0
11137_JuneLockhart_73_f.jpg,0.56,0.53,0.72,1
10681_LuiseRainer_28_f.jpg,0.53,0.38,0.2,1
6795_RoyScheider_33_m.jpg,0.6,0.41,0.21,1
9410_Thanasisveggos_40_m.jpg,0.44,0.34,0.38,0
10140_JoanCusack_26_f.jpg,0.48,0.36,0.18,0
8364_SimonMacCorkindale_44_m.jpg,0.5,0.41,0.2,0
9575_MarcelloMastroianni_33_m.jpg,0.58,0.51,0.38,1
2542_GaryOldman_28_m.jpg,0.52,0.39,0.11,1
10506_FayeDunaway_29_f.jpg,0.35,0.27,0.11,0
4127_GenaRowlands_31_m.jpg,0.34,0.31,0.02,0
1553_Bono_50_m.jpg,0.39,0.32,0.09,0
6003_JohnHuston_59_m.jpg,0.52,0.47,0.38,1
3701_RingoStarr_45_m.jpg,0.45,0.39,0.54,0
15244_DebraPaget_78_f.jpg,0.54,0.5,0.06,1
4233_HelmutBerger_59_m.jpg,0.38,0.32,0.14,0
6348_JamesArness_46_m.jpg,0.51,0.44,0.13,1
13318_AvaGardner_36_f.jpg,0.55,0.4,0.52,1
9161_PeterSellers_39_m.jpg,0.61,0.46,0.18,1
1470_RabindranathTagore_62_m.jpg,0.49,0.35,0.46,0
15417_JanePowell_80_f.jpg,0.37,0.35,0.69,0
530_angelamerkel_47_f.jpg,0.62,0.44,0.44,1
12920_BarbraStreisand_34_f.jpg,0.35,0.26,0.1,0
3117_ChuckNorris_54_m.jpg,0.61,0.52,0.32,1
8059_HorstBuchholz_61_m.jpg,0.5,0.43,0.58,0
13623_JessicaTandy_79_f.jpg,0.51,0.41,0.54,1
6427_JamesCoburn_72_m.jpg,0.52,0.51,0.35,1
2350_AbeVigoda_83_m.jpg,0.65,0.62,0.29,1
10992_EllenBurstyn_32_f.jpg,0.56,0.5,0.21,1
15505_JeanetteMacDonald_47_f.jpg,0.56,0.44,0.6,1
861_mahatmagandhi_75_m.jpg,0.48,0.4,0.33,0
8641_JamesStewart_31_m.jpg,0.47,0.37,0.1,0
16055_WillSmith_23_m.jpg,0.47,0.35,0.0,0
9641_AlexandrakisAlekos_45_m.jpg,0.49,0.36,0.25,0
2108_MelBrooks_55_m.jpg,0.53,0.49,0.1,1
240_TheodorakisMikis_78_m.jpg,0.58,0.4,0.17,1
5656_RayDanton_26_m.jpg,0.36,0.27,0.05,0
11656_MireilleDarc_26_f.jpg,0.51,0.39,0.39,1
5882_HerbertLom_94_m.jpg,0.52,0.57,0.11,1
14251_JanetGaynor_28_f.jpg,0.69,0.53,0.12,1
2679_JohnCleese_40_m.jpg,0.49,0.42,0.15,0
12238_IsabelleAdjani_39_f.jpg,0.36,0.3,0.09,0
406_SteveJobsb_38_m.jpg,0.53,0.37,0.38,1
1235_RobertOppenheimer_54_m.jpg,0.49,0.32,0.14,0
8053_HorstBuchholz_44_m.jpg,0.57,0.45,0.19,1
10142_JoanCusack_28_f.jpg,0.33,0.25,0.04,0
13848_AnneBancroft_52_f.jpg,0.47,0.34,0.53,0
715_RonaldReagan_53_m.jpg,0.51,0.35,0.6,1
11963_AngelaLansbury_45_f.jpg,0.54,0.49,0.5,1
10965_DonnaDouglas_9_f.jpg,0.35,0.28,0.75,0
11546_LaurenBacall_40_f.jpg,0.49,0.42,0.17,0
4123_GenaRowlands_25_m.jpg,0.44,0.35,0.39,0
7568_RobertRyan_40_m.jpg,0.62,0.52,0.26,1
6825_StevenSpielberg_56_m.jpg,0.52,0.37,0.55,1
14680_ClaudetteColbert_78_f.jpg,0.49,0.35,0.16,0
7543_RobertMorley_70_m.jpg,0.57,0.45,0.15,1
3153_DannyDeVito_59_m.jpg,0.55,0.47,0.22,1
3803_StacyKeach_32_m.jpg,0.49,0.44,0.39,0
9443_EdwardGRobinson_54_m.jpg,0.41,0.36,0.05,0
15411_JanePowell_74_f.jpg,0.62,0.57,0.69,1
4002_BurtReynolds_74_m.jpg,0.55,0.45,0.28,1
8963_FredMacMurray_50_m.jpg,0.63,0.56,0.25,1
6837_StevenSpielberg_35_m.jpg,0.56,0.32,0.14,1
3799_StacyKeach_29_m.jpg,0.53,0.41,0.39,1
4316_MichaelPalin_38_m.jpg,0.53,0.45,0.09,1
6124_CaryGrant_32_m.jpg,0.52,0.3,0.38,1
12879_RuthGordon_27_f.jpg,0.42,0.34,0.41,0
1392_OdysseasElytis_64_m.jpg,0.58,0.45,0.07,1
12874_MylКneDemongeot_76_f.jpg,0.51,0.49,0.0,1
9073_JeanClaudeVanDamme_44_m.jpg,0.5,0.38,0.24,0
15778_PamelaSueMartin_54_f.jpg,0.56,0.46,0.43,1
14129_SusannahYork_51_f.jpg,0.62,0.52,0.17,1
13762_RitaHayworth_29_f.jpg,0.36,0.27,0.32,0
12491_AnneBaxter_24_f.jpg,0.55,0.42,0.4,1
1231_ClaudeLВviStrauss_42_m.jpg,0.6,0.24,0.0,1
12465_AnnaMassey_32_f.jpg,0.46,0.4,0.27,0
15884_StВphaneAudran_59_f.jpg,0.54,0.47,0.0,1
1642_AlPacino_65_m.jpg,0.61,0.5,0.31,1
12487_AnneBaxter_17_f.jpg,0.43,0.33,0.4,0
10759_OrnellaMuti_23_f.jpg,0.5,0.38,0.34,0
1212_MendeleievDmitri_55_m.jpg,0.53,0.4,0.0,1
7665_TonyCurtis_86_m.jpg,0.47,0.42,0.0,0
13716_PatriciaNeal_20_f.jpg,0.51,0.4,0.03,1
8402_SpencerTracy_44_m.jpg,0.64,0.45,0.04,1
14090_RomySchneider_24_f.jpg,0.55,0.41,0.46,1
10435_BarbaraBain_77_f.jpg,0.59,0.56,0.32,1
7961_GilbertRoland_51_m.jpg,0.6,0.5,0.43,1
834_HarrySTruman_20_m.jpg,0.42,0.25,0.0,0
1759_TimCurry_69_m.jpg,0.62,0.58,0.36,1
6205_DickieMoore_73_m.jpg,0.54,0.43,0.03,1
12069_ElsaMartinelli_39_f.jpg,0.53,0.48,0.43,1
12762_KathleenTurner_37_f.jpg,0.64,0.53,0.14,1
14541_AudreyHepburn_21_f.jpg,0.51,0.33,0.29,1
5083_AnthonyHopkins_62_m.jpg,0.57,0.46,0.09,1
2813_RonPerlman_31_m.jpg,0.68,0.6,0.24,1
2508_DonJohnson_31_m.jpg,0.56,0.47,0.03,1
16221_RichardPryor_43_m.jpg,0.57,0.42,0.45,1
7538_RobertMorley_55_m.jpg,0.59,0.5,0.15,1
14805_SilvanaMangano_37_f.jpg,0.23,0.18,0.0,0
9970_ElkeSommer_61_f.jpg,0.52,0.46,0.56,1
7317_LinoVentura_48_m.jpg,0.49,0.41,0.1,0
15770_PamelaSueMartin_38_f.jpg,0.56,0.45,0.43,1
4879_RomanPolanski_26_m.jpg,0.52,0.41,0.4,1
14914_KatharineHepburn_66_f.jpg,0.55,0.47,0.35,1
8243_ReginaldOwen_48_m.jpg,0.47,0.42,0.19,0
6308_FernandoRey_47_m.jpg,0.48,0.42,0.31,0
11439_CyndiLauper_49_f.jpg,0.42,0.35,0.09,0
9143_MichaelSarrazin_46_m.jpg,0.41,0.34,0.42,0
5505_MichaelKeaton_55_m.jpg,0.58,0.49,0.0,1
654_TonyBlair_54_m.jpg,0.54,0.38,0.52,1
3999_BurtReynolds_69_m.jpg,0.52,0.43,0.28,1
14460_PeggyAshcroft_52_f.jpg,0.52,0.45,0.18,1
9653_BoDerek_38_f.jpg,0.66,0.53,0.33,1
11721_OliviaHussey_62_f.jpg,0.56,0.48,0.43,1
12219_IsabelleAdjani_16_f.jpg,0.48,0.37,0.42,0
12308_MelindaDillion_39_f.jpg,0.44,0.37,0.2,0
6544_KlausKinski_61_m.jpg,0.54,0.47,0.31,1
7878_ChristopherPlummer_78_m.jpg,0.56,0.56,0.12,1
9590_MarcelloMastroianni_49_m.jpg,0.6,0.51,0.07,1
16076_WillSmith_42_m.jpg,0.67,0.52,0.76,1
1286_MarieCurie_39_f.jpg,0.55,0.41,0.29,1
6858_ThomasTerry_51_m.jpg,0.49,0.41,0.34,0
6954_CharlesBoyer_34_m.jpg,0.53,0.47,0.15,1
10728_MerylStreep_30_f.jpg,0.35,0.27,0.17,0
11604_MargeChampion_37_f.jpg,0.61,0.55,0.82,1
2531_DonJohnson_59_m.jpg,0.64,0.55,0.0,1
7042_DavidNiven_51_m.jpg,0.62,0.51,0.5,1
8664_JohnCassavetes_32_m.jpg,0.57,0.47,0.54,1
7141_JeanPaulBelmondo_47_m.jpg,0.61,0.52,0.31,1
7635_TellySavalas_66_m.jpg,0.58,0.51,0.48,1
10808_PeggyLipton_42_f.jpg,0.42,0.35,0.65,0
8650_JamesStewart_65_m.jpg,0.59,0.42,0.1,1
2289_RodTaylor_80_m.jpg,0.44,0.45,0.1,0
13538_HelenHayes_55_f.jpg,0.6,0.49,0.47,1
14911_KatharineHepburn_61_f.jpg,0.58,0.49,0.38,1
7295_LeifErickson_59_m.jpg,0.51,0.43,0.13,1
190_JhonLenon_10_m.jpg,0.38,0.27,0.31,0
3853_SteveKanaly_46_m.jpg,0.57,0.48,0.37,1
4205_HarveyKeitel_65_m.jpg,0.61,0.54,0.13,1
15762_PamelaSueMartin_29_f.jpg,0.49,0.37,0.07,0
7290_LeifErickson_52_m.jpg,0.57,0.48,0.32,1
9152_MichaelSarrazin_68_m.jpg,0.35,0.33,0.25,0
13179_JoanLorring_38_f.jpg,0.58,0.41,0.38,1
4771_MichelPiccoli_64_m.jpg,0.51,0.47,0.16,1
9112_MarlonBrando_25_m.jpg,0.39,0.28,0.5,0
8174_PatrickSwayze_45_m.jpg,0.63,0.51,0.35,1
10409_BarbaraBain_39_f.jpg,0.3,0.27,0.32,0
11124_JuneLockhart_40_f.jpg,0.31,0.29,0.72,0
8363_SimonMacCorkindale_43_m.jpg,0.66,0.53,0.23,1
6357_JamesArness_56_m.jpg,0.45,0.4,0.37,0
11980_AngelaLansbury_71_f.jpg,0.47,0.43,0.5,0
13578_IreneDunne_68_f.jpg,0.62,0.58,0.2,1
10120_JaneFonda_41_f.jpg,0.4,0.33,0.62,0
15960_MartinLutherKing_34_m.jpg,0.46,0.34,0.24,0
13676_LilliPalmer_45_f.jpg,0.44,0.37,0.17,0
5298_JackLemon_16_m.jpg,0.48,0.37,0.0,0
11098_JodieFoster_31_f.jpg,0.62,0.48,0.5,1
15122_CatherineSchell_35_f.jpg,0.61,0.51,0.66,1
12609_FrancesDee_45_f.jpg,0.36,0.3,0.07,0
9069_JeanClaudeVanDamme_52_m.jpg,0.54,0.42,0.24,1
13524_HelenHayes_25_f.jpg,0.48,0.36,0.07,0
7993_GiulianoGemma_41_m.jpg,0.44,0.38,0.25,0
356_JPMorgan_70_m.jpg,0.52,0.26,0.5,1
1936_EdwardFox_72_m.jpg,0.52,0.5,0.1,1
6115_CaryGrant_34_m.jpg,0.52,0.32,0.06,1
8168_PatrickSwayze_34_m.jpg,0.54,0.45,0.1,1
8356_SimonMacCorkindale_33_m.jpg,0.67,0.55,0.23,1
15781_PamelaSueMartin_62_f.jpg,0.56,0.5,0.43,1
13751_PatriciaNeal_49_f.jpg,0.6,0.42,0.65,1
10391_AnnMargret_52_f.jpg,0.43,0.37,0.39,0
11357_VirnaLisi_37_f.jpg,0.53,0.38,0.47,1
10512_FayeDunaway_38_f.jpg,0.25,0.2,0.14,0
7287_LeifErickson_47_m.jpg,0.57,0.48,0.13,1
