Image,MS,Adj_MS,Emotion_Similarity,label,Transformed_Log_Combined_Score
14118_SusannahYork_30_f.jpg,0.46,0.35,0.23,0,0.36
4632_JamesGarner_76_m.jpg,0.37,0.3,0.26,0,0.37
7609_SylvesterStallone_63_m.jpg,0.53,0.47,0.5,1,0.66
5187_CharlesGrodin_45_m.jpg,0.52,0.46,0.08,1,0.23
2091_JonVoight_76_m.jpg,0.33,0.32,0.18,0,0.29
4965_TimothyDalton_34_m.jpg,0.44,0.38,0.46,0,0.59
4348_RalphMacchio_28_m.jpg,0.63,0.47,0.19,1,0.37
3455_LeslieCaron_39_m.jpg,0.44,0.4,0.36,0,0.5
4086_ClintWalker_87_m.jpg,0.51,0.54,0.08,1,0.25
7717_VincentPrice_38_m.jpg,0.57,0.48,0.09,1,0.26
14912_KatharineHepburn_62_f.jpg,0.53,0.45,0.38,1,0.54
1736_TimCurry_44_m.jpg,0.5,0.43,0.08,0,0.22
3089_BruceWillis_49_m.jpg,0.6,0.49,0.29,1,0.48
7288_LeifErickson_49_m.jpg,0.56,0.47,0.23,1,0.41
6096_CaryGrant_70_m.jpg,0.46,0.21,0.29,0,0.38
14438_OliviadeHavilland_46_f.jpg,0.57,0.44,0.64,1,0.77
13298_AmandaRedman_57_f.jpg,0.56,0.48,0.6,1,0.74
3945_BrianDennehy_43_m.jpg,0.59,0.52,0.41,1,0.6
14397_MaryPickford_33_f.jpg,0.39,0.3,0.3,0,0.41
11185_MonicaVitti_32_f.jpg,0.48,0.39,0.43,0,0.57
10039_HelenHunt_26_f.jpg,0.51,0.38,0.73,1,0.81
8896_ChristopherEccleston_40_m.jpg,0.61,0.48,0.58,1,0.73
5904_HowardKeel_60_m.jpg,0.56,0.51,0.37,1,0.55
5667_RayDanton_37_m.jpg,0.64,0.49,0.5,1,0.67
10066_JaneBirkin_19_f.jpg,0.55,0.43,0.42,1,0.58
12809_MaryTylerMoore_25_f.jpg,0.55,0.43,0.0,1,0.13
6020_JohnHuston_78_m.jpg,0.49,0.47,0.38,0,0.54
7833_AnthonyQuayle_49_m.jpg,0.61,0.52,0.4,1,0.59
13930_BettyGrable_34_f.jpg,0.57,0.45,0.6,1,0.74
4551_Fernandel_30_m.jpg,0.51,0.39,0.16,1,0.31
3390_JohnLithgow_48_m.jpg,0.59,0.51,0.16,1,0.35
76_PaulAnka_19_m.jpg,0.57,0.4,0.32,1,0.48
14257_JanetGaynor_48_f.jpg,0.66,0.51,0.65,1,0.8
16000_NeildeGrasseTyson_53_m.jpg,0.48,0.36,0.67,0,0.76
5840_HerbertLom_26_m.jpg,0.45,0.36,0.48,0,0.6
10611_LindaEvans_32_f.jpg,0.49,0.41,0.13,0,0.28
13983_GloriaSwanson_34_f.jpg,0.54,0.44,0.41,1,0.57
2892_SamElliott_50_m.jpg,0.54,0.45,0.21,1,0.38
8461_WilliamHolden_20_m.jpg,0.4,0.31,0.28,0,0.4
8477_WilliamHolden_46_m.jpg,0.49,0.4,0.14,0,0.28
12900_RuthGordon_77_f.jpg,0.39,0.35,0.28,0,0.41
1989_JamesCaan_33_m.jpg,0.51,0.43,0.24,1,0.4
13725_PatriciaNeal_35_f.jpg,0.62,0.52,0.65,1,0.8
12690_JamieLeeCurtis_49_f.jpg,0.54,0.41,0.52,1,0.66
2248_RayLiotta_57_m.jpg,0.61,0.52,0.14,1,0.33
12164_GlendaJackson_29_f.jpg,0.36,0.28,0.11,0,0.2
12410_AngieDickinson_21_f.jpg,0.48,0.38,0.68,0,0.77
5834_FrancesDee_83_m.jpg,0.5,0.47,0.35,0,0.52
3014_AlanRickman_44_m.jpg,0.42,0.36,0.07,0,0.18
4550_Fernandel_29_m.jpg,0.49,0.37,0.16,0,0.3
10457_BetteMidler_48_f.jpg,0.57,0.41,0.75,1,0.84
2936_ScottGlenn_55_m.jpg,0.57,0.49,0.03,1,0.19
1198_ErnestRutherford_37_m.jpg,0.55,0.36,0.25,1,0.4
2142_MelGibson_30_m.jpg,0.63,0.47,0.22,1,0.4
11823_AnjelicaHuston_48_f.jpg,0.37,0.3,0.3,0,0.41
11270_ShirleyJones_73_f.jpg,0.57,0.52,0.88,1,0.96
14073_JudyHolliday_42_f.jpg,0.49,0.36,0.57,0,0.68
12367_MyrnaLoy_42_f.jpg,0.58,0.4,0.55,1,0.68
11113_JuneLockhart_15_f.jpg,0.46,0.38,0.72,0,0.8
4738_MichelPiccoli_36_m.jpg,0.5,0.45,0.12,0,0.28
15823_StefaniePowers_40_f.jpg,0.59,0.52,0.51,1,0.68
14943_AmandaBlake_23_f.jpg,0.4,0.31,0.39,0,0.5
3464_LeslieCaron_56_m.jpg,0.54,0.49,0.08,1,0.24
4071_ClintWalker_51_m.jpg,0.44,0.4,0.19,0,0.33
2285_RodTaylor_65_m.jpg,0.47,0.42,0.36,0,0.51
10177_JoanLeslie_35_f.jpg,0.6,0.51,0.41,1,0.59
7607_SylvesterStallone_60_m.jpg,0.51,0.44,0.08,1,0.23
10482_DianneWiest_39_f.jpg,0.37,0.31,0.12,0,0.22
12080_ElsaMartinelli_71_f.jpg,0.57,0.51,0.3,1,0.49
9943_AliMacGraw_72_f.jpg,0.56,0.53,0.27,1,0.46
7655_TonyCurtis_29_m.jpg,0.56,0.39,0.48,1,0.62
10370_AnnMargret_20_f.jpg,0.48,0.37,0.39,0,0.53
13933_BettyGrable_37_f.jpg,0.47,0.37,0.6,0,0.7
1382_OdysseasElytis_26_m.jpg,0.52,0.39,0.13,1,0.27
9098_LawrenceTierney_75_m.jpg,0.48,0.37,0.24,0,0.38
10294_MarietteHartley_53_f.jpg,0.38,0.32,0.56,0,0.65
2885_SamElliott_43_m.jpg,0.55,0.47,0.31,1,0.49
4530_DustinHoffman_42_m.jpg,0.56,0.37,0.48,1,0.62
11172_LizaMinelli_59_f.jpg,0.55,0.44,0.5,1,0.65
6012_JohnHuston_69_m.jpg,0.52,0.46,0.06,1,0.21
14554_AudreyHepburn_47_f.jpg,0.4,0.3,0.05,0,0.14
2650_JeremyKemp_64_m.jpg,0.52,0.46,0.29,1,0.46
12981_ClaudiaCardinale_26_f.jpg,0.37,0.28,0.2,0,0.3
2465_ClaudeRich_40_m.jpg,0.37,0.35,0.21,0,0.33
10347_AnitaEkberg_32_f.jpg,0.4,0.34,0.44,0,0.55
15328_EdwigeFenech_61_f.jpg,0.49,0.42,0.3,0,0.46
2183_NickNolte_33_m.jpg,0.51,0.46,0.15,1,0.31
6818_RoyScheider_76_m.jpg,0.6,0.58,0.13,1,0.33
12401_UrsulaAndress_42_f.jpg,0.55,0.4,0.1,1,0.25
4670_JeffGoldblum_62_m.jpg,0.51,0.45,0.04,1,0.18
3285_IanMcKellen_47_m.jpg,0.61,0.43,0.26,1,0.43
12432_AngieDickinson_70_f.jpg,0.49,0.35,0.68,0,0.76
11869_BarbaraBouchet_60_f.jpg,0.35,0.3,0.4,0,0.5
4401_RobertPowell_11_m.jpg,0.31,0.24,0.27,0,0.35
7860_ChristopherPlummer_36_m.jpg,0.57,0.49,0.12,1,0.29
13101_GretaGarbo_60_f.jpg,0.41,0.35,0.08,0,0.19
14348_KristinScottThomas_49_f.jpg,0.61,0.49,0.07,1,0.24
876_WinstonChurchill_65_m.jpg,0.63,0.49,0.18,1,0.37
9611_KostasXatzixristos_42_m.jpg,0.49,0.39,0.23,0,0.38
8823_ArnoldSchwarzenegger_29_m.jpg,0.47,0.36,0.1,0,0.23
6831_StevenSpielberg_47_m.jpg,0.49,0.35,0.55,0,0.66
6070_WilliamShatner_44_m.jpg,0.6,0.53,0.23,1,0.43
15288_DyanCannon_31_f.jpg,0.58,0.29,0.81,1,0.85
8270_RichardChamberlain_28_m.jpg,0.51,0.4,0.39,1,0.54
15672_KathrynGrayson_28_f.jpg,0.57,0.44,0.19,1,0.36
14899_KatharineHepburn_35_f.jpg,0.52,0.46,0.35,1,0.52
14939_MerkouriMelina_47_f.jpg,0.62,0.41,0.19,1,0.36
12620_HedyLamarr_20_f.jpg,0.38,0.29,0.36,0,0.46
2735_KevinBacon_50_m.jpg,0.67,0.54,0.38,1,0.58
14295_JoanCrawford_41_f.jpg,0.59,0.39,0.37,1,0.53
16012_SidneyPoitier_23_m.jpg,0.5,0.41,0.17,0,0.32
2546_GaryOldman_32_m.jpg,0.52,0.42,0.29,1,0.45
4939_StevenBerkoff_47_m.jpg,0.6,0.54,0.17,1,0.36
4809_PierceBrosnan_53_m.jpg,0.6,0.49,0.19,1,0.37
4557_Fernandel_37_m.jpg,0.51,0.43,0.23,1,0.39
9447_EdwardGRobinson_58_m.jpg,0.63,0.55,0.43,1,0.63
777_AdolfHitlerr_48_m.jpg,0.63,0.46,0.15,1,0.33
10069_JaneBirkin_23_f.jpg,0.44,0.33,0.16,0,0.28
9747_DorisDay_31_f.jpg,0.54,0.32,0.79,1,0.84
1337_Soljenitsyne_30_m.jpg,0.49,0.39,0.15,0,0.29
878_WinstonChurchill_72_m.jpg,0.58,0.46,0.18,1,0.35
9602_MarcelloMastroianni_65_m.jpg,0.59,0.53,0.13,1,0.32
4113_DickVanDyke_73_m.jpg,0.46,0.44,0.06,0,0.2
6103_CaryGrant_36_m.jpg,0.38,0.28,0.29,0,0.39
14662_ClaudetteColbert_72_f.jpg,0.62,0.21,0.35,1,0.46
8846_ArnoldSchwarzenegger_55_m.jpg,0.3,0.25,0.35,0,0.43
12785_MargaretOBrien_13_f.jpg,0.59,0.46,0.39,1,0.56
16067_WillSmith_33_m.jpg,0.63,0.48,0.17,1,0.35
11622_MaureenOHara_20_f.jpg,0.59,0.47,0.28,1,0.46
5005_WarrenBeatty_43_m.jpg,0.36,0.31,0.29,0,0.4
10115_JaneFonda_34_f.jpg,0.54,0.44,0.28,1,0.45
14143_VivienLeigh_42_f.jpg,0.63,0.41,0.21,1,0.38
14254_JanetGaynor_31_f.jpg,0.68,0.54,0.65,1,0.81
12696_JamieLeeCurtis_28_f.jpg,0.38,0.25,0.17,0,0.26
1236_RobertOppenheimer_52_m.jpg,0.6,0.41,0.14,1,0.3
12411_AngieDickinson_23_f.jpg,0.47,0.37,0.68,0,0.77
3772_RutgerHauer_58_m.jpg,0.59,0.51,0.36,1,0.55
5741_TommyLeeJones_45_m.jpg,0.38,0.31,0.41,0,0.52
11499_JulieAndrews_68_f.jpg,0.56,0.44,0.55,1,0.69
12259_JoanneWoodward_34_f.jpg,0.57,0.47,0.24,1,0.42
7718_VincentPrice_39_m.jpg,0.56,0.48,0.2,1,0.38
4418_RobertPowell_43_m.jpg,0.42,0.35,0.23,0,0.36
1000_StephenHawking_1_m.jpg,0.38,0.33,0.25,0,0.37
709_ElVenizelos_72_m.jpg,0.6,0.46,0.33,1,0.51
7407_MickeyRooney_19_m.jpg,0.37,0.31,0.11,0,0.21
5620_PeterFalk_73_m.jpg,0.45,0.43,0.27,0,0.42
12048_DebbieReynolds_74_f.jpg,0.49,0.42,0.6,0,0.72
11923_CatherineSpaak_18_f.jpg,0.35,0.28,0.5,0,0.58
1686_BobDylan_72_m.jpg,0.46,0.43,0.05,0,0.18
2762_LiamNeeson_52_m.jpg,0.36,0.3,0.21,0,0.32
10055_HelenHunt_42_f.jpg,0.69,0.54,0.73,1,0.87
463_ConradHilton_55_m.jpg,0.67,0.64,0.25,1,0.48
10761_OrnellaMuti_25_f.jpg,0.47,0.36,0.37,0,0.5
850_mahatmagandhi_71_m.jpg,0.45,0.32,0.14,0,0.26
10984_DonnaDouglas_59_f.jpg,0.5,0.45,0.75,0,0.84
12_MariaCallas_37_f.jpg,0.56,0.41,0.39,1,0.55
14083_RomySchneider_16_f.jpg,0.56,0.42,0.39,1,0.55
3786_SeanConnery_41_m.jpg,0.6,0.43,0.53,1,0.68
4439_StevenSeagal_44_m.jpg,0.58,0.48,0.52,1,0.68
15803_SarahDouglas_54_f.jpg,0.6,0.5,0.4,1,0.58
13270_AmandaRedman_24_f.jpg,0.58,0.44,0.6,1,0.74
10224_KathyBates_43_f.jpg,0.55,0.47,0.21,1,0.38
1894_AlanYoung_86_m.jpg,0.57,0.57,0.65,1,0.8
15133_CatherineSchell_53_f.jpg,0.26,0.22,0.66,0,0.68
1347_Soljenitsyne_68_m.jpg,0.57,0.43,0.23,1,0.4
4533_DustinHoffman_30_m.jpg,0.49,0.29,0.48,0,0.59
4329_MichaelPalin_55_m.jpg,0.51,0.44,0.38,1,0.54
11081_JeanneMoreau_84_f.jpg,0.44,0.44,0.26,0,0.41
15691_KathrynGrayson_66_f.jpg,0.47,0.42,0.19,0,0.34
2331_AbeVigoda_56_m.jpg,0.54,0.5,0.12,1,0.29
4644_JeffGoldblum_18_m.jpg,0.46,0.36,0.27,0,0.41
383_DavidSarnoff_38_m.jpg,0.62,0.44,0.52,1,0.67
11106_JodieFoster_43_f.jpg,0.5,0.39,0.04,0,0.17
473_JWMarriott_75_m.jpg,0.64,0.44,0.5,1,0.66
9290_BurtLancaster_33_m.jpg,0.34,0.24,0.42,0,0.5
3248_GeneHackman_48_m.jpg,0.64,0.42,0.36,1,0.53
8364_SimonMacCorkindale_44_m.jpg,0.5,0.41,0.2,0,0.35
12503_AnneBaxter_34_f.jpg,0.41,0.33,0.4,0,0.52
15461_JeanetteMacDonald_27_f.jpg,0.37,0.28,0.6,0,0.67
5728_TommyLeeJones_25_m.jpg,0.42,0.33,0.41,0,0.53
15157_ConnieBooth_40_f.jpg,0.45,0.38,0.33,0,0.47
13883_AnnieGirardot_33_f.jpg,0.35,0.31,0.06,0,0.15
953_Gaddafi_35_m.jpg,0.35,0.26,0.27,0,0.36
5810_ClarkGable_40_m.jpg,0.57,0.41,0.36,1,0.52
4278_KevinCostner_50_m.jpg,0.64,0.53,0.19,1,0.39
14830_SimoneSignoret_38_f.jpg,0.51,0.38,0.59,1,0.7
11693_MireilleDarc_74_f.jpg,0.56,0.53,0.32,1,0.51
7161_JohnGarfield_24_m.jpg,0.59,0.44,0.16,1,0.33
238_TheodorakisMikis_52_m.jpg,0.6,0.48,0.21,1,0.39
12640_IsabelleHuppert_18_f.jpg,0.42,0.32,0.23,0,0.35
15242_DebraPaget_73_f.jpg,0.49,0.44,0.0,0,0.13
16428_Turner_46_f.jpg,0.41,0.34,0.16,0,0.28
9450_EdwardGRobinson_61_m.jpg,0.6,0.53,0.19,1,0.38
13240_ShirleyMacLaine_37_f.jpg,0.4,0.31,0.48,0,0.58
9715_DorisDay_29_f.jpg,0.57,0.42,0.79,1,0.87
10237_KathyBates_59_f.jpg,0.52,0.42,0.33,1,0.49
44_Pele_68_m.jpg,0.57,0.2,0.16,1,0.26
4637_JamesGarner_47_m.jpg,0.58,0.4,0.12,1,0.27
12658_IsabelleHuppert_38_f.jpg,0.49,0.39,0.27,0,0.42
1551_Bono_48_m.jpg,0.54,0.44,0.09,1,0.24
11956_AngelaLansbury_30_f.jpg,0.37,0.3,0.5,0,0.59
2386_BillMurray_26_m.jpg,0.6,0.46,0.25,1,0.43
15530_JulieBishop_27_f.jpg,0.59,0.45,0.23,1,0.4
3348_JeffBridges_64_m.jpg,0.48,0.42,0.14,0,0.29
13710_NormaShearer_33_f.jpg,0.51,0.37,0.38,1,0.52
12008_CybillShepherd_51_f.jpg,0.59,0.48,0.36,1,0.54
14670_ClaudetteColbert_37_f.jpg,0.36,0.28,0.23,0,0.33
8636_FrankSinatra_22_m.jpg,0.54,0.29,0.46,1,0.57
14472_PeggyAshcroft_73_f.jpg,0.5,0.42,0.18,0,0.33
12480_AnnaMassey_71_f.jpg,0.56,0.49,0.27,1,0.45
13368_BetteDavis_73_f.jpg,0.58,0.5,0.14,1,0.32
270_PabloPicasso_80_m.jpg,0.59,0.33,0.31,1,0.45
15900_VeraEllen_24_f.jpg,0.56,0.42,0.0,1,0.13
15015_AnnMiller_30_f.jpg,0.6,0.46,0.65,1,0.78
2530_DonJohnson_57_m.jpg,0.63,0.53,0.63,1,0.79
13913_BettyGrable_14_f.jpg,0.58,0.44,0.3,1,0.47
6975_CharlesBoyer_63_m.jpg,0.48,0.42,0.21,0,0.36
6823_StevenSpielberg_35_m.jpg,0.42,0.35,0.05,0,0.16
14031_GreerGarson_50_f.jpg,0.58,0.42,0.35,1,0.51
8944_ErnestBorgnine_94_m.jpg,0.57,0.62,0.5,1,0.7
10008_GoldieHawn_31_f.jpg,0.53,0.45,0.12,1,0.28
3203_EliWallach_51_m.jpg,0.58,0.46,0.07,1,0.23
12077_ElsaMartinelli_64_f.jpg,0.53,0.47,0.07,1,0.23
12619_HedyLamarr_19_f.jpg,0.45,0.35,0.05,0,0.16
2148_MelGibson_38_m.jpg,0.54,0.43,0.22,1,0.38
13635_JuneAllyson_30_f.jpg,0.49,0.38,0.76,0,0.83
4921_RomanPolanski_76_m.jpg,0.55,0.53,0.12,1,0.3
3539_MartinSheen_59_m.jpg,0.45,0.4,0.31,0,0.46
13591_JeanPeters_27_f.jpg,0.39,0.3,0.23,0,0.34
445_BerryGordy_79_m.jpg,0.43,0.19,0.58,0,0.63
6340_JamesArness_33_m.jpg,0.54,0.47,0.37,1,0.54
1483_CarlMarx_50_m.jpg,0.68,0.52,0.5,1,0.68
11078_JeanneMoreau_80_f.jpg,0.41,0.4,0.21,0,0.35
13492_GladysCooper_21_f.jpg,0.55,0.43,0.47,1,0.62
5567_PatrickStewart_53_m.jpg,0.52,0.45,0.29,1,0.46
782_AdolfHitlerr_54_m.jpg,0.64,0.52,0.23,1,0.43
9565_MarcelloMastroianni_16_m.jpg,0.43,0.34,0.38,0,0.5
8217_RandolphScott_34_m.jpg,0.57,0.5,0.22,1,0.4
4529_DustinHoffman_57_m.jpg,0.58,0.38,0.48,1,0.62
2692_JohnCleese_62_m.jpg,0.51,0.45,0.15,1,0.31
8101_Konstantaras_54_m.jpg,0.53,0.4,0.11,1,0.25
5305_JackLemon_35_m.jpg,0.47,0.39,0.0,0,0.11
15968_MartinLutherKing_36_m.jpg,0.49,0.37,0.38,0,0.52
4971_TimothyDalton_44_m.jpg,0.52,0.44,0.12,1,0.27
15507_JeanetteMacDonald_49_f.jpg,0.55,0.44,0.6,1,0.73
3440_KevinSpacey_53_m.jpg,0.6,0.5,0.21,1,0.4
8496_AlejandroRey_37_m.jpg,0.52,0.41,0.22,1,0.38
11834_AnjelicaHuston_60_f.jpg,0.64,0.55,0.43,1,0.63
12801_MargaretOBrien_53_f.jpg,0.55,0.46,0.04,1,0.19
3514_MarisaPavan_78_m.jpg,0.49,0.46,0.5,0,0.65
9855_KimNovak_25_f.jpg,0.5,0.38,0.06,0,0.19
14493_SusanHayward_55_f.jpg,0.54,0.32,0.38,1,0.51
9719_DorisDay_33_f.jpg,0.51,0.41,0.79,1,0.86
1343_Soljenitsyne_23_m.jpg,0.52,0.34,0.23,1,0.37
8627_FrankSinatra_48_m.jpg,0.55,0.4,0.46,1,0.61
10734_MerylStreep_40_f.jpg,0.49,0.41,0.58,0,0.7
7354_LouisJourdan_54_m.jpg,0.5,0.44,0.03,0,0.17
221_ElvisPresley_35_m.jpg,0.37,0.28,0.14,0,0.24
9311_GeorgeMontgomery_25_m.jpg,0.51,0.39,0.13,1,0.27
5838_FrancesDee_93_m.jpg,0.5,0.51,0.35,0,0.53
10354_AnitaEkberg_41_f.jpg,0.48,0.4,0.22,0,0.37
2654_JerryLewis_24_m.jpg,0.54,0.42,0.39,1,0.55
12632_HedyLamarr_71_f.jpg,0.49,0.39,0.0,0,0.11
1826_TomHulce_57_m.jpg,0.45,0.38,0.25,0,0.39
14624_YvonneDeCarlo_72_f.jpg,0.53,0.51,0.3,1,0.48
4719_KostasVoutsas_52_m.jpg,0.56,0.37,0.33,1,0.48
9250_VittorioGassman_46_m.jpg,0.55,0.48,0.18,1,0.35
4077_ClintWalker_71_m.jpg,0.54,0.51,0.25,1,0.43
16035_MorganFreeman_74_m.jpg,0.49,0.31,0.35,0,0.47
8483_WilliamHolden_54_m.jpg,0.41,0.34,0.1,0,0.21
14585_JenniferJones_25_f.jpg,0.45,0.33,0.48,0,0.59
9036_HumphreyBogard_56_m.jpg,0.6,0.5,0.26,1,0.45
4706_KostasVoutsas_60_m.jpg,0.55,0.39,0.17,1,0.32
8093_Konstantaras_46_m.jpg,0.51,0.42,0.11,1,0.26
5447_MartinScorsese_34_m.jpg,0.54,0.46,0.13,1,0.29
8951_FredMacMurray_32_m.jpg,0.63,0.57,0.42,1,0.62
14457_PeggyAshcroft_44_f.jpg,0.52,0.45,0.33,1,0.5
4760_MichelPiccoli_54_m.jpg,0.58,0.51,0.26,1,0.45
10220_KathyBates_27_f.jpg,0.47,0.37,0.33,0,0.47
14933_MerkouriMelina_43_f.jpg,0.63,0.41,0.19,1,0.36
16186_BillCosby_38_m.jpg,0.51,0.45,0.07,1,0.22
7529_RobertMorley_32_m.jpg,0.52,0.48,0.42,1,0.59
7926_GeorgePeppard_63_m.jpg,0.49,0.38,0.29,0,0.44
5645_PeterOToole_74_m.jpg,0.58,0.48,0.5,1,0.66
14283_JoanCrawford_61_f.jpg,0.55,0.39,0.37,1,0.52
2136_MelGibson_22_m.jpg,0.58,0.44,0.22,1,0.39
15854_StВphaneAudran_25_f.jpg,0.47,0.37,0.0,0,0.11
4001_BurtReynolds_73_m.jpg,0.35,0.29,0.21,0,0.31
3233_GeneHackman_78_m.jpg,0.59,0.33,0.36,1,0.5
14492_SusanHayward_28_f.jpg,0.57,0.43,0.38,1,0.54
15591_KateOMara_35_f.jpg,0.55,0.47,0.46,1,0.62
10384_AnnMargret_37_f.jpg,0.49,0.41,0.48,0,0.62
12068_ElsaMartinelli_38_f.jpg,0.49,0.44,0.43,0,0.58
6287_ErrolFlynn_24_m.jpg,0.51,0.35,0.13,1,0.26
8758_AlecGuinness_43_m.jpg,0.62,0.49,0.43,1,0.61
2789_MickJagger_58_m.jpg,0.47,0.38,0.33,0,0.47
12812_MaryTylerMoore_28_f.jpg,0.56,0.43,0.78,1,0.87
13014_GeraldineChaplin_24_f.jpg,0.54,0.41,0.42,1,0.57
3062_BillNighy_62_m.jpg,0.5,0.42,0.23,0,0.39
3853_SteveKanaly_46_m.jpg,0.57,0.48,0.37,1,0.55
2269_RodTaylor_42_m.jpg,0.53,0.45,0.26,1,0.43
6398_JamesCoburn_31_m.jpg,0.54,0.47,0.1,1,0.26
1357_BertrandRussell_75_m.jpg,0.32,0.25,0.48,0,0.55
8393_SpencerTracy_63_m.jpg,0.62,0.45,0.23,1,0.41
7270_KrisKristofferson_78_m.jpg,0.43,0.42,0.21,0,0.36
6768_RockHudson_44_m.jpg,0.49,0.39,0.36,0,0.51
10210_JulieAdams_68_f.jpg,0.49,0.45,0.0,0,0.13
4788_PierceBrosnan_32_m.jpg,0.38,0.32,0.19,0,0.3
12822_MaryTylerMoore_37_f.jpg,0.56,0.47,0.78,1,0.88
4461_WilliamDafoe_29_m.jpg,0.51,0.38,0.32,1,0.47
14106_RomySchneider_40_f.jpg,0.59,0.45,0.46,1,0.62
16289_campbell_44_f.jpg,0.51,0.4,0.08,1,0.22
3516_MartinSheen_23_m.jpg,0.32,0.26,0.31,0,0.4
5452_MartinScorsese_35_m.jpg,0.47,0.4,0.0,0,0.11
13758_RitaHayworth_24_f.jpg,0.54,0.41,0.14,1,0.29
7783_AlbertoSordi_81_m.jpg,0.5,0.49,0.29,0,0.46
877_WinstonChurchill_75_m.jpg,0.62,0.5,0.0,1,0.16
2450_ChevyChase_45_m.jpg,0.7,0.48,0.3,1,0.49
4875_RomanPolanski_21_m.jpg,0.49,0.39,0.22,0,0.37
12431_AngieDickinson_67_f.jpg,0.52,0.38,0.68,1,0.78
11400_AnnetteBening_30_f.jpg,0.59,0.44,0.25,1,0.42
13649_JuneAllyson_39_f.jpg,0.58,0.46,0.76,1,0.86
9932_AliMacGraw_54_f.jpg,0.38,0.33,0.09,0,0.19
7571_RobertRyan_50_m.jpg,0.62,0.52,0.0,1,0.16
7711_VincentPrice_28_m.jpg,0.54,0.42,0.2,1,0.36
10095_JaneBirkin_53_f.jpg,0.55,0.46,0.24,1,0.41
15227_DebraPaget_26_f.jpg,0.32,0.24,0.06,0,0.13
5682_RobertDeNiro_34_m.jpg,0.46,0.36,0.31,0,0.45
15500_JeanetteMacDonald_41_f.jpg,0.55,0.42,0.6,1,0.73
6045_RafVallone_56_m.jpg,0.56,0.5,0.37,1,0.55
3456_LeslieCaron_41_m.jpg,0.51,0.46,0.36,1,0.53
14825_SimoneSignoret_35_f.jpg,0.44,0.34,0.59,0,0.68
13099_GretaGarbo_51_f.jpg,0.49,0.41,0.08,0,0.22
13696_NormaShearer_33_f.jpg,0.59,0.43,0.42,1,0.58
13560_IreneDunne_39_f.jpg,0.61,0.54,0.12,1,0.31
13849_AnneBancroft_61_f.jpg,0.53,0.34,0.06,1,0.18
220_ElvisPresley_34_m.jpg,0.61,0.46,0.18,1,0.36
9479_MaximilianShell_47_m.jpg,0.52,0.46,0.12,1,0.28
2657_JerryLewis_39_m.jpg,0.49,0.42,0.06,0,0.2
8330_RichardCrenna_53_m.jpg,0.39,0.33,0.38,0,0.5
16454_Tyson_50_f.jpg,0.57,0.34,0.2,1,0.34
7551_RobertMorley_50_m.jpg,0.6,0.43,0.42,1,0.58
1431_FriedrichNietzsche_27_m.jpg,0.51,0.38,0.26,1,0.41
10997_EllenBurstyn_42_f.jpg,0.45,0.4,0.24,0,0.39
12207_ImeldaStaunton_48_f.jpg,0.5,0.4,0.04,0,0.17
16337_Dee_86_f.jpg,0.37,0.24,0.14,0,0.22
10310_TerryMoore_26_f.jpg,0.53,0.41,0.68,1,0.78
7652_TonyCurtis_82_m.jpg,0.54,0.37,0.48,1,0.61
14008_GreerGarson_32_f.jpg,0.54,0.46,0.08,1,0.24
8634_FrankSinatra_51_m.jpg,0.6,0.46,0.27,1,0.45
11748_SusanSarandon_56_f.jpg,0.55,0.47,0.14,1,0.31
1997_JamesCaan_40_m.jpg,0.53,0.44,0.31,1,0.48
14869_BernadetteLafont_31_f.jpg,0.46,0.39,0.21,0,0.35
2629_JamesWoods_60_m.jpg,0.69,0.6,0.3,1,0.52
6605_LouCostello_38_m.jpg,0.66,0.53,0.33,1,0.53
3235_GeneHackman_16_m.jpg,0.49,0.34,0.12,0,0.25
11457_JuliaRoberts_22_f.jpg,0.66,0.49,0.42,1,0.61
11795_ValerieHarper_44_f.jpg,0.55,0.46,0.69,1,0.81
12116_EvaMarieSaint_76_f.jpg,0.59,0.56,0.63,1,0.79
7958_GilbertRoland_49_m.jpg,0.59,0.49,0.19,1,0.37
372_DavidSarnoff_39_m.jpg,0.59,0.42,0.52,1,0.67
1821_TomHulce_52_m.jpg,0.48,0.39,0.03,0,0.15
11004_EllenBurstyn_55_f.jpg,0.27,0.24,0.41,0,0.48
4235_HelmutBerger_61_m.jpg,0.42,0.36,0.0,0,0.1
16235_NelsonMandela_90_m.jpg,0.61,0.26,0.38,1,0.5
15767_PamelaSueMartin_34_f.jpg,0.54,0.43,0.43,1,0.59
9410_Thanasisveggos_40_m.jpg,0.44,0.34,0.38,0,0.5
9172_PeterSellers_36_m.jpg,0.6,0.44,0.03,1,0.18
12348_MyrnaLoy_29_f.jpg,0.63,0.45,0.27,1,0.45
7427_MickeyRooney_58_m.jpg,0.51,0.47,0.09,1,0.25
2219_NickNolte_71_m.jpg,0.5,0.47,0.13,0,0.29
4146_GenaRowlands_58_m.jpg,0.56,0.5,0.07,1,0.24
7392_LyleTalbot_61_m.jpg,0.54,0.49,0.25,1,0.43
7297_LeifErickson_61_m.jpg,0.54,0.46,0.19,1,0.36
14079_JudyHolliday_28_f.jpg,0.53,0.38,0.1,1,0.24
7514_RichardBoone_46_m.jpg,0.56,0.46,0.41,1,0.58
6325_FernandoRey_66_m.jpg,0.58,0.53,0.38,1,0.57
