Image,label,SDD_FIQA,Match_Score,Adj_MS,Emotion_Similarity,Label,Combined_Score,U3FQ
12605_FrancesDee_40_f.jpg,1,0.52,0.6,0.49,0.35,1,0.54,0.44
331_LarryEllison_68_m.jpg,1,0.63,0.67,0.47,0.36,1,0.55,0.54
7827_AnthonyQuayle_42_m.jpg,0,0.44,0.45,0.39,0.0,0,0.09,0.29
10493_DianneWiest_53_f.jpg,0,0.35,0.48,0.4,0.42,0,0.57,0.3
9361_GregoryPeck_45_m.jpg,0,0.49,0.45,0.35,0.24,0,0.37,0.44
1230_ClaudeLВviStrauss_50_m.jpg,1,0.44,0.64,0.29,0.0,1,0.09,0.29
7066_FessParker_34_m.jpg,1,0.41,0.53,0.45,0.0,1,0.12,0.31
3118_ChuckNorris_55_m.jpg,1,0.36,0.64,0.55,0.43,1,0.63,0.71
3102_ChuckNorris_36_m.jpg,0,0.52,0.45,0.41,0.43,0,0.57,0.54
14404_MaryPickford_55_f.jpg,1,0.43,0.52,0.36,0.36,1,0.5,0.33
14072_JudyHolliday_36_f.jpg,1,0.45,0.58,0.43,0.57,1,0.72,0.59
9571_MarcelloMastroianni_29_m.jpg,1,0.48,0.57,0.44,0.13,1,0.28,0.46
9685_MegRyan_39_f.jpg,0,0.49,0.5,0.4,0.33,0,0.48,0.61
6425_JamesCoburn_68_m.jpg,1,0.48,0.51,0.48,0.26,1,0.43,0.64
10837_RaquelWelch_39_f.jpg,1,0.61,0.55,0.46,0.56,1,0.72,0.56
1631_AlPacino_39_m.jpg,0,0.39,0.46,0.34,0.15,0,0.26,0.31
7664_TonyCurtis_84_m.jpg,0,0.61,0.5,0.43,0.48,0,0.63,0.36
13822_VanessaRedgrave_59_f.jpg,1,0.47,0.51,0.45,0.26,1,0.42,0.52
1953_JamesBest_41_m.jpg,0,0.39,0.44,0.41,0.6,0,0.72,0.32
14439_OliviadeHavilland_49_f.jpg,1,0.52,0.53,0.42,0.64,1,0.77,0.45
1285_MarieCurie_55_f.jpg,0,0.33,0.4,0.26,0.29,0,0.39,0.37
10695_MaggieSmith_39_f.jpg,0,0.36,0.45,0.35,0.21,0,0.33,0.46
454_BerryGordy_23_m.jpg,1,0.44,0.58,0.37,0.58,1,0.71,0.38
15326_EdwigeFenech_60_f.jpg,1,0.46,0.55,0.47,0.43,1,0.6,0.54
9572_MarcelloMastroianni_30_m.jpg,1,0.35,0.56,0.43,0.11,1,0.25,0.29
329_LarryEllison_20_m.jpg,1,0.34,0.54,0.33,0.0,1,0.09,0.33
13516_HelenHayes_34_f.jpg,1,0.49,0.52,0.46,0.47,1,0.63,0.69
8272_RichardChamberlain_33_m.jpg,1,0.51,0.52,0.46,0.03,1,0.16,0.37
15420_JanePowell_86_f.jpg,1,0.38,0.61,0.62,0.69,1,0.87,0.81
7613_TellySavalas_41_m.jpg,0,0.46,0.45,0.39,0.48,0,0.61,0.29
1628_AlPacino_50_m.jpg,1,0.57,0.59,0.42,0.23,1,0.39,0.56
2803_PeterFonda_65_m.jpg,1,0.37,0.57,0.46,0.67,1,0.81,0.32
10625_LindaEvans_51_f.jpg,0,0.47,0.49,0.41,0.0,0,0.1,0.3
12316_MelindaDillion_47_f.jpg,0,0.42,0.48,0.41,0.28,0,0.43,0.35
3305_JackColeman_44_m.jpg,1,0.45,0.64,0.51,0.48,1,0.67,0.34
9085_LawrenceTierney_27_m.jpg,1,0.35,0.53,0.42,0.24,1,0.4,0.56
3951_BrianDennehy_49_m.jpg,1,0.44,0.56,0.49,0.16,1,0.33,0.29
1725_TimCurry_28_m.jpg,0,0.19,0.42,0.32,0.36,0,0.48,0.33
5719_RoyRogers_75_m.jpg,1,0.45,0.6,0.58,0.6,1,0.79,0.5
5027_WarrenBeatty_24_m.jpg,1,0.46,0.51,0.25,0.32,1,0.43,0.33
7977_GiulianoGemma_24_m.jpg,0,0.45,0.48,0.38,0.2,0,0.34,0.45
2915_ScottGlenn_33_m.jpg,1,0.39,0.52,0.46,0.23,1,0.39,0.34
13421_DanielleDarrieux_42_f.jpg,1,0.36,0.51,0.46,0.08,1,0.22,0.61
11234_PiaLindstrom_61_f.jpg,1,0.44,0.66,0.57,0.8,1,0.95,0.72
859_mahatmagandhi_58_m.jpg,1,0.34,0.51,0.38,0.33,1,0.48,0.29
15293_DyanCannon_45_f.jpg,1,0.45,0.63,0.37,0.81,1,0.9,0.7
8740_RichardAttenborough_59_m.jpg,0,0.4,0.35,0.3,0.1,0,0.18,0.4
11978_AngelaLansbury_68_f.jpg,1,0.51,0.58,0.52,0.12,1,0.29,0.33
9673_MegRyan_26_f.jpg,0,0.42,0.33,0.25,0.15,0,0.22,0.28
15930_VeronicaLake_40_f.jpg,1,0.48,0.56,0.43,0.27,1,0.43,0.49
231_TheodorakisMikis_57_m.jpg,1,0.42,0.61,0.44,0.04,1,0.18,0.3
932_FranklinDRoosevelt_60_m.jpg,1,0.56,0.61,0.42,0.37,1,0.54,0.5
10700_MaggieSmith_31_f.jpg,1,0.34,0.51,0.42,0.12,1,0.26,0.58
10658_LuiseRainer_26_f.jpg,1,0.27,0.52,0.38,0.08,1,0.2,0.24
5723_RoyRogers_83_m.jpg,1,0.45,0.57,0.58,0.6,1,0.78,0.49
13965_DeborahKerr_42_f.jpg,1,0.33,0.6,0.4,0.2,1,0.36,0.49
742_RonaldReagan_57_m.jpg,1,0.52,0.55,0.47,0.25,1,0.42,0.33
5302_JackLemon_28_m.jpg,1,0.37,0.53,0.4,0.69,1,0.8,0.47
10983_DonnaDouglas_54_f.jpg,1,0.48,0.59,0.52,0.75,1,0.89,0.72
4767_MichelPiccoli_60_m.jpg,1,0.44,0.56,0.51,0.32,1,0.51,0.29
10189_JoanLeslie_84_f.jpg,1,0.57,0.55,0.52,0.37,1,0.56,0.55
3599_MikeConnors_33_m.jpg,0,0.47,0.5,0.46,0.16,0,0.31,0.51
3987_BurtReynolds_44_m.jpg,0,0.36,0.48,0.43,0.28,0,0.44,0.4
12134_FrancescaAnnis_25_f.jpg,1,0.43,0.52,0.4,0.35,1,0.5,0.3
13589_JeanPeters_24_f.jpg,1,0.44,0.59,0.44,0.45,1,0.62,0.57
6078_WilliamShatner_60_m.jpg,1,0.48,0.57,0.51,0.23,1,0.41,0.34
3395_JohnLithgow_53_m.jpg,0,0.38,0.46,0.39,0.16,0,0.29,0.42
15715_MargaretNolan_34_f.jpg,0,0.35,0.49,0.41,0.28,0,0.43,0.51
16274_campbell_25_f.jpg,0,0.35,0.42,0.31,0.08,0,0.17,0.42
2986_WoodyAllen_71_m.jpg,1,0.45,0.54,0.29,0.2,1,0.32,0.27
6983_CharlesBoyer_74_m.jpg,0,0.39,0.4,0.39,0.21,0,0.34,0.31
16006_MuhammadAli_25_m.jpg,0,0.49,0.45,0.29,0.3,0,0.41,0.39
12635_HedyLamarr_30_f.jpg,1,0.37,0.52,0.33,0.32,1,0.45,0.53
2374_AlainDelon_30_m.jpg,1,0.42,0.52,0.33,0.32,1,0.45,0.29
3600_MikeConnors_35_m.jpg,1,0.49,0.56,0.53,0.16,1,0.34,0.37
8017_HenryFonda_33_m.jpg,0,0.5,0.49,0.45,0.5,0,0.65,0.37
15369_JanePowell_14_f.jpg,1,0.55,0.51,0.42,0.69,1,0.81,0.72
13042_GeraldineChaplin_53_f.jpg,0,0.46,0.47,0.4,0.19,0,0.33,0.29
8854_ArnoldSchwarzenegger_63_m.jpg,1,0.38,0.55,0.48,0.28,1,0.46,0.3
10440_BetteMidler_21_f.jpg,0,0.3,0.36,0.28,0.0,0,0.05,0.33
15211_CydCharisse_83_f.jpg,1,0.51,0.58,0.55,0.57,1,0.75,0.66
4221_HelmutBerger_32_m.jpg,0,0.23,0.46,0.38,0.46,0,0.59,0.41
264_michaeljackson_46_m.jpg,0,0.46,0.36,0.26,0.43,0,0.52,0.26
7842_AnthonyQuayle_58_m.jpg,1,0.57,0.58,0.5,0.4,1,0.59,0.39
14244_JanetGaynor_20_f.jpg,1,0.5,0.65,0.49,0.12,1,0.29,0.35
8309_RichardCrenna_30_m.jpg,1,0.44,0.56,0.44,0.38,1,0.55,0.36
7057_DavidNiven_52_m.jpg,1,0.35,0.62,0.47,0.5,1,0.67,0.32
3590_MichaelYork_62_m.jpg,1,0.46,0.53,0.46,0.38,1,0.55,0.38
3871_SteveMartin_45_m.jpg,1,0.55,0.61,0.53,0.55,1,0.73,0.38
11797_ValerieHarper_51_f.jpg,1,0.37,0.51,0.44,0.08,1,0.21,0.36
14153_VivienLeigh_47_f.jpg,1,0.43,0.58,0.43,0.64,1,0.78,0.66
1697_EdHarris_37_m.jpg,0,0.36,0.3,0.25,0.26,0,0.34,0.35
14000_GloriaSwanson_69_f.jpg,0,0.44,0.46,0.34,0.32,0,0.45,0.26
6400_JamesCoburn_33_m.jpg,1,0.48,0.56,0.49,0.26,1,0.44,0.27
10222_KathyBates_38_f.jpg,1,0.47,0.52,0.46,0.08,1,0.22,0.33
2169_Mparkoulis_25_m.jpg,0,0.41,0.5,0.39,0.43,0,0.57,0.37
4810_PierceBrosnan_53_m.jpg,0,0.33,0.39,0.33,0.06,0,0.14,0.44
6147_DanaAndrews_49_m.jpg,1,0.4,0.54,0.47,0.08,1,0.23,0.3
14151_VivienLeigh_35_f.jpg,1,0.26,0.6,0.45,0.64,1,0.79,0.6
3432_KevinSpacey_44_m.jpg,1,0.31,0.58,0.46,0.39,1,0.57,0.35
15998_MuhammadAli_30_m.jpg,0,0.33,0.5,0.33,0.17,0,0.29,0.35
4645_JeffGoldblum_20_m.jpg,1,0.36,0.57,0.44,0.27,1,0.44,0.35
7416_MickeyRooney_33_m.jpg,0,0.53,0.48,0.43,0.13,0,0.27,0.54
15105_BonnieHunt_50_f.jpg,1,0.43,0.63,0.52,0.76,1,0.9,0.49
6026_RafVallone_28_m.jpg,1,0.41,0.55,0.43,0.37,1,0.53,0.56
5090_AnthonyHopkins_55_m.jpg,1,0.37,0.54,0.44,0.36,1,0.53,0.39
16061_WillSmith_27_m.jpg,1,0.47,0.67,0.49,0.76,1,0.9,0.69
6789_RowanAtkinson_49_m.jpg,1,0.53,0.63,0.47,0.15,1,0.32,0.3
9582_MarcelloMastroianni_41_m.jpg,1,0.46,0.62,0.52,0.38,1,0.58,0.49
13086_GretaGarbo_23_f.jpg,1,0.55,0.53,0.41,0.08,1,0.21,0.49
5961_JeanMarais_36_m.jpg,0,0.34,0.38,0.34,0.16,0,0.27,0.34
6951_CharlesBoyer_29_m.jpg,0,0.51,0.49,0.38,0.06,0,0.17,0.53
4924_RomanPolanski_79_m.jpg,1,0.5,0.57,0.56,0.4,1,0.6,0.31
16469_SerenaWilliams_31_f.jpg,0,0.36,0.47,0.34,0.17,0,0.29,0.59
14848_SimoneSignoret_62_f.jpg,0,0.37,0.44,0.36,0.59,0,0.7,0.37
12297_LauraAntonelli_54_f.jpg,1,0.4,0.53,0.45,0.16,1,0.32,0.36
415_LelandStanford_67_m.jpg,1,0.39,0.59,0.4,0.5,1,0.65,0.31
12648_IsabelleHuppert_26_f.jpg,0,0.19,0.45,0.34,0.27,0,0.4,0.25
8173_PatrickSwayze_45_m.jpg,1,0.39,0.63,0.51,0.35,1,0.55,0.53
6737_RexHarrison_70_m.jpg,1,0.61,0.55,0.49,0.25,1,0.43,0.52
16457_Tyson_48_f.jpg,0,0.37,0.49,0.3,0.13,0,0.23,0.48
3011_AlanRickman_39_m.jpg,1,0.5,0.61,0.53,0.41,1,0.61,0.44
8591_DavidCarradine_44_m.jpg,0,0.33,0.43,0.36,0.23,0,0.36,0.36
3674_PhilHartman_43_m.jpg,1,0.47,0.6,0.47,0.4,1,0.58,0.4
9254_VittorioGassman_52_m.jpg,0,0.38,0.47,0.42,0.56,0,0.7,0.35
2746_LiamNeeson_33_m.jpg,0,0.5,0.48,0.41,0.07,0,0.19,0.31
2928_ScottGlenn_47_m.jpg,1,0.33,0.54,0.47,0.17,1,0.33,0.3
14951_AmandaBlake_41_f.jpg,0,0.33,0.42,0.32,0.39,0,0.51,0.43
9012_HumphreyBogard_40_m.jpg,1,0.33,0.55,0.42,0.26,1,0.42,0.3
10619_LindaEvans_42_f.jpg,0,0.46,0.5,0.41,0.48,0,0.63,0.52
3023_AlanRickman_57_m.jpg,1,0.5,0.55,0.47,0.41,1,0.58,0.33
11633_MaureenOHara_35_f.jpg,1,0.46,0.56,0.48,0.52,1,0.69,0.41
4405_RobertPowell_28_m.jpg,0,0.35,0.49,0.37,0.27,0,0.41,0.37
11964_AngelaLansbury_46_f.jpg,0,0.35,0.34,0.3,0.5,0,0.59,0.4
6864_ThomasTerry_57_m.jpg,1,0.51,0.59,0.51,0.41,1,0.6,0.4
4148_GenaRowlands_62_m.jpg,1,0.29,0.55,0.5,0.39,1,0.57,0.57
9388_SteveMcQueen_32_m.jpg,1,0.55,0.61,0.48,0.46,1,0.64,0.45
502_motherTereza_69_f.jpg,1,0.28,0.58,0.42,0.13,1,0.28,0.31
12030_DebbieReynolds_32_f.jpg,0,0.36,0.44,0.37,0.12,0,0.24,0.42
14059_JudyGarland_45_f.jpg,1,0.38,0.52,0.41,0.25,1,0.4,0.58
334_LarryEllison_48_m.jpg,1,0.53,0.67,0.47,0.07,1,0.23,0.27
9221_RobertMitchum_34_m.jpg,0,0.35,0.5,0.38,0.5,0,0.64,0.41
7430_MickeyRooney_61_m.jpg,0,0.47,0.5,0.46,0.11,0,0.26,0.3
7950_GilbertRoland_38_m.jpg,1,0.5,0.62,0.53,0.43,1,0.63,0.47
1976_JamesBest_88_m.jpg,0,0.46,0.42,0.42,0.14,0,0.27,0.3
3156_DannyDeVito_63_m.jpg,1,0.52,0.58,0.51,0.35,1,0.54,0.5
1649_BobDylan_21_m.jpg,0,0.42,0.33,0.26,0.5,0,0.58,0.29
6291_ErrolFlynn_28_m.jpg,1,0.32,0.59,0.41,0.13,1,0.28,0.53
11229_PiaLindstrom_52_f.jpg,1,0.52,0.67,0.58,0.8,1,0.95,0.73
11796_ValerieHarper_49_f.jpg,1,0.51,0.54,0.46,0.69,1,0.82,0.52
2195_NickNolte_46_m.jpg,1,0.33,0.53,0.46,0.36,1,0.53,0.3
7255_KrisKristofferson_53_m.jpg,0,0.46,0.41,0.36,0.25,0,0.38,0.33
6153_DanaAndrews_60_m.jpg,1,0.45,0.6,0.53,0.39,1,0.59,0.41
15990_MuhammadAli_64_m.jpg,0,0.33,0.47,0.33,0.15,0,0.26,0.51
1506_GabrielGarciaMarquez_78_m.jpg,1,0.79,0.61,0.52,0.33,1,0.53,0.38
1028_ClerkMaxwell_45_m.jpg,1,0.41,0.6,0.44,0.71,1,0.84,0.39
7244_KrisKristofferson_35_m.jpg,0,0.5,0.44,0.4,0.11,0,0.23,0.3
3083_BruceWillis_43_m.jpg,0,0.24,0.39,0.32,0.26,0,0.37,0.3
13444_DanielleDarrieux_77_f.jpg,0,0.45,0.5,0.48,0.41,0,0.58,0.65
4735_MichelPiccoli_33_m.jpg,0,0.44,0.39,0.35,0.32,0,0.44,0.37
5108_AnthonyHopkins_69_m.jpg,1,0.53,0.61,0.54,0.36,1,0.56,0.4
8242_ReginaldOwen_46_m.jpg,0,0.44,0.49,0.44,0.19,0,0.34,0.31
9416_Thanasisveggos_38_m.jpg,0,0.34,0.44,0.31,0.38,0,0.5,0.28
5978_JeanMarais_69_m.jpg,1,0.38,0.55,0.52,0.16,1,0.34,0.48
14065_JudyHolliday_32_f.jpg,1,0.38,0.55,0.41,0.05,1,0.17,0.54
14246_JanetGaynor_22_f.jpg,1,0.41,0.66,0.51,0.65,1,0.82,0.62
6993_ChristopherWalken_30_m.jpg,0,0.27,0.41,0.31,0.07,0,0.15,0.32
8467_WilliamHolden_27_m.jpg,0,0.52,0.45,0.34,0.28,0,0.41,0.38
519_AlKapone_37_m.jpg,1,0.3,0.53,0.39,0.3,1,0.45,0.32
16318_Davis_51_f.jpg,1,0.32,0.52,0.39,0.15,1,0.29,0.37
9789_JaneAsher_6_f.jpg,0,0.35,0.39,0.31,0.27,0,0.38,0.26
10747_MerylStreep_57_f.jpg,1,0.38,0.7,0.59,0.58,1,0.78,0.88
138_PaulmcCartney_36_m.jpg,1,0.33,0.58,0.41,0.39,1,0.55,0.66
15742_MaryTamm_42_f.jpg,1,0.48,0.59,0.47,0.38,1,0.56,0.38
5324_JeanGabin_46_m.jpg,1,0.54,0.64,0.52,0.38,1,0.58,0.38
272_PabloPicasso_56_m.jpg,1,0.35,0.51,0.43,0.23,1,0.39,0.3
7561_RobertRyan_32_m.jpg,1,0.41,0.57,0.5,0.26,1,0.44,0.37
4258_JeffreyJones_67_m.jpg,0,0.41,0.48,0.46,0.12,0,0.26,0.28
10149_JoanCusack_36_f.jpg,0,0.55,0.36,0.28,0.14,0,0.22,0.56
2211_NickNolte_63_m.jpg,1,0.49,0.57,0.5,0.0,1,0.13,0.41
7971_GilbertRoland_77_m.jpg,1,0.42,0.52,0.48,0.19,1,0.36,0.36
695_GeorgeHWBush_58_m.jpg,1,0.66,0.61,0.38,0.55,1,0.69,0.44
14770_ShelleyWinters_60_f.jpg,1,0.44,0.54,0.4,0.55,1,0.69,0.64
4693_JohnTravolta_22_m.jpg,1,0.49,0.54,0.34,0.48,1,0.61,0.48
11279_SophiaLoren_28_f.jpg,1,0.46,0.57,0.44,0.52,1,0.68,0.77
14694_ElizabethTaylor_77_f.jpg,1,0.36,0.56,0.19,0.5,1,0.59,0.6
13202_MichellePfeiffer_33_f.jpg,1,0.39,0.55,0.41,0.18,1,0.33,0.55
1146_GalileoGalilei_74_m.jpg,1,0.44,0.65,0.4,0.14,1,0.29,0.35
15773_PamelaSueMartin_42_f.jpg,0,0.34,0.45,0.37,0.43,0,0.56,0.42
10518_FayeDunaway_55_f.jpg,1,0.52,0.57,0.48,0.64,1,0.79,0.3
5026_WarrenBeatty_61_m.jpg,1,0.47,0.53,0.39,0.12,1,0.25,0.49
2636_JeremyKemp_29_m.jpg,0,0.41,0.46,0.35,0.29,0,0.42,0.39
15006_AnnMiller_20_f.jpg,0,0.38,0.5,0.39,0.17,0,0.31,0.35
10129_JaneFonda_70_f.jpg,1,0.36,0.62,0.55,0.62,1,0.8,0.58
13886_AnnieGirardot_36_f.jpg,0,0.38,0.25,0.22,0.06,0,0.09,0.49
14195_GeraldinePage_60_f.jpg,0,0.47,0.44,0.29,0.49,0,0.59,0.38
2310_SamNeill_51_m.jpg,0,0.39,0.49,0.41,0.18,0,0.32,0.34
3347_JeffBridges_61_m.jpg,1,0.54,0.51,0.44,0.31,1,0.47,0.47
9585_MarcelloMastroianni_44_m.jpg,1,0.54,0.6,0.51,0.07,1,0.23,0.34
2879_SamElliott_35_m.jpg,0,0.3,0.49,0.43,0.31,0,0.47,0.33
5577_PatrickStewart_66_m.jpg,0,0.34,0.44,0.39,0.11,0,0.23,0.35
983_Einstain_70_m.jpg,1,0.44,0.61,0.47,0.09,1,0.25,0.47
12166_GlendaJackson_33_f.jpg,0,0.41,0.43,0.36,0.33,0,0.46,0.35
12016_DebbieReynolds_15_f.jpg,0,0.38,0.49,0.39,0.6,0,0.72,0.37
1737_TimCurry_45_m.jpg,1,0.33,0.51,0.44,0.14,1,0.29,0.32
99_PaulAnka_46_m.jpg,0,0.45,0.49,0.32,0.46,0,0.58,0.34
6201_DickieMoore_57_m.jpg,0,0.5,0.48,0.43,0.06,0,0.18,0.43
553_angelamerkel_59_f.jpg,1,0.42,0.63,0.5,0.07,1,0.23,0.35
9804_JaneAsher_25_f.jpg,0,0.44,0.48,0.37,0.33,0,0.47,0.83
16365_Dench_71_f.jpg,1,0.4,0.55,0.4,0.32,1,0.48,0.24
2189_NickNolte_39_m.jpg,1,0.3,0.53,0.47,0.1,1,0.25,0.32
8392_SpencerTracy_41_m.jpg,0,0.3,0.49,0.36,0.31,0,0.45,0.32
96_PaulAnka_52_m.jpg,1,0.44,0.58,0.41,0.32,1,0.48,0.37
15064_BettyGarrett_66_f.jpg,1,0.63,0.65,0.59,0.85,1,0.99,0.62
9025_HumphreyBogard_48_m.jpg,1,0.24,0.55,0.4,0.48,1,0.63,0.34
7649_TonyCurtis_47_m.jpg,1,0.36,0.57,0.47,0.48,1,0.65,0.35
7956_GilbertRoland_47_m.jpg,1,0.59,0.59,0.49,0.43,1,0.61,0.37
13289_AmandaRedman_47_f.jpg,0,0.48,0.47,0.38,0.6,0,0.72,0.46
7634_TellySavalas_65_m.jpg,0,0.46,0.44,0.39,0.17,0,0.3,0.46
1832_TomJones_24_m.jpg,0,0.35,0.5,0.39,0.09,0,0.21,0.36
3345_JeffBridges_59_m.jpg,0,0.45,0.47,0.4,0.17,0,0.31,0.37
602_QueenElizabet_45_f.jpg,1,0.45,0.59,0.33,0.09,1,0.21,0.53
12808_MaryTylerMoore_22_f.jpg,1,0.57,0.61,0.48,0.78,1,0.9,0.5
14388_MaryPickford_20_f.jpg,1,0.28,0.52,0.4,0.3,1,0.45,0.33
10024_GoldieHawn_62_f.jpg,1,0.53,0.58,0.5,0.36,1,0.55,0.56
4087_DickVanDyke_35_m.jpg,0,0.36,0.45,0.41,0.06,0,0.17,0.41
12713_JanetLeigh_36_f.jpg,1,0.57,0.56,0.48,0.23,1,0.41,0.44
8112_LeslieNielsen_38_m.jpg,1,0.46,0.57,0.55,0.33,1,0.53,0.32
16187_BillCosby_38_m.jpg,1,0.37,0.51,0.45,0.52,1,0.67,0.59
9008_GeorgeCScott_26_m.jpg,0,0.35,0.32,0.16,0.38,0,0.43,0.31
15034_AnnMiller_64_f.jpg,1,0.47,0.58,0.52,0.65,1,0.81,0.52
625_mitsotakis_83_m.jpg,1,0.39,0.6,0.34,0.24,1,0.38,0.33
3512_MarisaPavan_76_m.jpg,0,0.58,0.5,0.47,0.5,0,0.66,0.55
12978_ClaudiaCardinale_23_f.jpg,0,0.42,0.44,0.34,0.43,0,0.55,0.63
16226_RichardPryor_61_m.jpg,0,0.34,0.47,0.37,0.14,0,0.26,0.33
9655_BoDerek_40_f.jpg,1,0.52,0.64,0.51,0.5,1,0.69,0.77
13040_GeraldineChaplin_51_f.jpg,1,0.42,0.52,0.43,0.12,1,0.26,0.22
11186_MonicaVitti_33_f.jpg,1,0.46,0.57,0.46,0.14,1,0.3,0.44
10127_JaneFonda_68_f.jpg,1,0.44,0.6,0.53,0.62,1,0.79,0.67
8920_ErnestBorgnine_53_m.jpg,0,0.37,0.46,0.43,0.5,0,0.64,0.36
2775_MickJagger_24_m.jpg,1,0.29,0.51,0.37,0.29,1,0.43,0.33
6579_LexBarker_32_m.jpg,1,0.41,0.61,0.49,0.42,1,0.61,0.43
9985_GlennClose_40_f.jpg,1,0.38,0.64,0.52,0.1,1,0.28,0.46
3689_RingoStarr_29_m.jpg,1,0.45,0.51,0.39,0.54,1,0.68,0.35
3900_TomasMilian_40_m.jpg,0,0.47,0.33,0.29,0.5,0,0.59,0.33
3864_SteveMartin_18_m.jpg,1,0.47,0.53,0.42,0.55,1,0.69,0.59
5153_BobHope_41_m.jpg,0,0.52,0.46,0.41,0.14,0,0.27,0.45
11742_SusanSarandon_49_f.jpg,0,0.37,0.49,0.42,0.03,0,0.14,0.27
10273_MarietteHartley_22_f.jpg,1,0.39,0.58,0.45,0.56,1,0.72,0.58
10799_PeggyLipton_25_f.jpg,1,0.52,0.64,0.5,0.65,1,0.81,0.6
4262_KevinCostner_28_m.jpg,1,0.53,0.63,0.48,0.44,1,0.62,0.49
10451_BetteMidler_32_f.jpg,1,0.34,0.53,0.41,0.75,1,0.85,0.57
11576_LindsayWagner_44_f.jpg,0,0.39,0.49,0.41,0.2,0,0.34,0.35
1947_JamesBest_34_m.jpg,0,0.47,0.43,0.39,0.6,0,0.72,0.35
1142_HeinrichHertz_29_m.jpg,1,0.28,0.6,0.43,0.22,1,0.39,0.27
13442_DanielleDarrieux_72_f.jpg,0,0.45,0.39,0.36,0.41,0,0.53,0.61
13999_GloriaSwanson_77_f.jpg,0,0.53,0.44,0.33,0.32,0,0.44,0.32
12924_BarbraStreisand_42_f.jpg,1,0.37,0.6,0.46,0.45,1,0.62,0.57
15329_EdwigeFenech_62_f.jpg,1,0.47,0.57,0.49,0.3,1,0.48,0.75
12114_EvaMarieSaint_71_f.jpg,1,0.53,0.62,0.59,0.63,1,0.82,0.73
6493_JohnnyCash_69_m.jpg,1,0.59,0.57,0.39,0.55,1,0.69,0.33
9211_RobertMitchum_37_m.jpg,1,0.41,0.54,0.47,0.5,1,0.67,0.33
9879_LauraDern_28_f.jpg,1,0.35,0.52,0.39,0.18,1,0.32,0.24
1284_MarieCurie_36_f.jpg,1,0.39,0.61,0.48,0.07,1,0.22,0.51
9860_KimNovak_31_f.jpg,0,0.44,0.44,0.34,0.33,0,0.46,0.25
12888_RuthGordon_50_f.jpg,0,0.32,0.44,0.4,0.17,0,0.3,0.39
14947_AmandaBlake_27_f.jpg,1,0.6,0.53,0.4,0.39,1,0.54,0.46
15192_CydCharisse_48_f.jpg,0,0.22,0.36,0.33,0.03,0,0.1,0.4
1860_TomJones_67_m.jpg,1,0.49,0.51,0.35,0.35,1,0.49,0.32
9074_JeanClaudeVanDamme_45_m.jpg,0,0.49,0.36,0.28,0.41,0,0.51,0.32
8728_RichardAttenborough_54_m.jpg,1,0.38,0.52,0.39,0.06,1,0.18,0.33
12574_DonnaReed_27_f.jpg,1,0.47,0.67,0.51,0.0,1,0.15,0.39
4004_BurtReynolds_77_m.jpg,1,0.56,0.55,0.45,0.21,1,0.37,0.33
8121_LeslieNielsen_67_m.jpg,1,0.42,0.55,0.45,0.04,1,0.17,0.36
5516_NicolasSarkozy_23_m.jpg,0,0.4,0.45,0.35,0.4,0,0.53,0.29
3848_SteveKanaly_39_m.jpg,1,0.39,0.51,0.42,0.11,1,0.25,0.35
10870_SusanGeorge_41_f.jpg,0,0.41,0.45,0.36,0.09,0,0.2,0.38
1183_ErnestRutherford_34_m.jpg,0,0.28,0.45,0.36,0.08,0,0.19,0.37
13001_ClaudiaCardinale_64_f.jpg,0,0.39,0.44,0.39,0.43,0,0.57,0.41
2609_JamesWoods_33_m.jpg,1,0.37,0.7,0.6,0.3,1,0.53,0.28
16431_Turner_72_f.jpg,0,0.28,0.49,0.43,0.47,0,0.62,0.42
4677_JohnTravolta_53_m.jpg,0,0.33,0.48,0.29,0.07,0,0.16,0.31
1847_TomJones_50_m.jpg,1,0.57,0.58,0.46,0.27,1,0.45,0.54
15143_CatherineSchell_70_f.jpg,1,0.47,0.52,0.47,0.66,1,0.8,0.55
11173_LizaMinelli_60_f.jpg,0,0.46,0.5,0.41,0.5,0,0.64,0.74
14550_AudreyHepburn_35_f.jpg,1,0.35,0.56,0.39,0.44,1,0.59,0.48
2138_MelGibson_24_m.jpg,1,0.5,0.56,0.43,0.22,1,0.38,0.31
1541_Bono_38_m.jpg,0,0.31,0.3,0.24,0.33,0,0.41,0.33
9060_JeanClaudeVanDamme_41_m.jpg,1,0.27,0.51,0.41,0.24,1,0.39,0.38
6947_BorisKarloff_76_m.jpg,0,0.43,0.5,0.49,0.24,0,0.41,0.58
13161_JaneWyman_38_f.jpg,1,0.41,0.65,0.46,0.14,1,0.31,0.38
16091_DannyGlover_41_m.jpg,1,0.47,0.56,0.46,0.31,1,0.48,0.52
15661_KatharineRoss_72_f.jpg,0,0.36,0.49,0.46,0.24,0,0.4,0.37
2964_tomselleck_44_m.jpg,1,0.42,0.55,0.47,0.23,1,0.4,0.43
1246_RobertOppenheimer_52_m.jpg,1,0.4,0.52,0.4,0.07,1,0.19,0.31
7855_ChristopherPlummer_32_m.jpg,0,0.44,0.38,0.33,0.35,0,0.47,0.41
10952_DaliahLavi_41_f.jpg,0,0.31,0.41,0.35,0.04,0,0.13,0.32
