Image,MS,Adj_MS,Emotion_Similarity,Label,Combined_Score,Quality_Score
13822_VanessaRedgrave_59_f.jpg,0.51,0.45,0.26,1,0.42,0.5163475
1953_JamesBest_41_m.jpg,0.44,0.41,0.6,0,0.72,0.31905165
14439_OliviadeHavilland_49_f.jpg,0.53,0.42,0.64,1,0.77,0.44619668
1285_MarieCurie_55_f.jpg,0.4,0.26,0.29,0,0.39,0.37100458
10695_MaggieSmith_39_f.jpg,0.45,0.35,0.21,0,0.33,0.46318263
454_BerryGordy_23_m.jpg,0.58,0.37,0.58,1,0.71,0.37638405
15326_EdwigeFenech_60_f.jpg,0.55,0.47,0.43,1,0.6,0.5380013
9572_MarcelloMastroianni_30_m.jpg,0.56,0.43,0.11,1,0.25,0.2934717
329_LarryEllison_20_m.jpg,0.54,0.33,0.0,1,0.09,0.32572407
13516_HelenHayes_34_f.jpg,0.52,0.46,0.47,1,0.63,0.6855889
8272_RichardChamberlain_33_m.jpg,0.52,0.46,0.03,1,0.16,0.36842567
15420_JanePowell_86_f.jpg,0.61,0.62,0.69,1,0.87,0.81410605
7613_TellySavalas_41_m.jpg,0.45,0.39,0.48,0,0.61,0.28966647
1628_AlPacino_50_m.jpg,0.59,0.42,0.23,1,0.39,0.5570483
2803_PeterFonda_65_m.jpg,0.57,0.46,0.67,1,0.81,0.31622377
10625_LindaEvans_51_f.jpg,0.49,0.41,0.0,0,0.1,0.3046217
12316_MelindaDillion_47_f.jpg,0.48,0.41,0.28,0,0.43,0.35001925
3305_JackColeman_44_m.jpg,0.64,0.51,0.48,1,0.67,0.3389702
9085_LawrenceTierney_27_m.jpg,0.53,0.42,0.24,1,0.4,0.5641359
3951_BrianDennehy_49_m.jpg,0.56,0.49,0.16,1,0.33,0.29097942
1725_TimCurry_28_m.jpg,0.42,0.32,0.36,0,0.48,0.32534486
5719_RoyRogers_75_m.jpg,0.6,0.58,0.6,1,0.79,0.49622828
5027_WarrenBeatty_24_m.jpg,0.51,0.25,0.32,1,0.43,0.3260486
7977_GiulianoGemma_24_m.jpg,0.48,0.38,0.2,0,0.34,0.44697624
2915_ScottGlenn_33_m.jpg,0.52,0.46,0.23,1,0.39,0.33630326
13421_DanielleDarrieux_42_f.jpg,0.51,0.46,0.08,1,0.22,0.6109004
11234_PiaLindstrom_61_f.jpg,0.66,0.57,0.8,1,0.95,0.720841
859_mahatmagandhi_58_m.jpg,0.51,0.38,0.33,1,0.48,0.29114926
15293_DyanCannon_45_f.jpg,0.63,0.37,0.81,1,0.9,0.7000965
8740_RichardAttenborough_59_m.jpg,0.35,0.3,0.1,0,0.18,0.40465966
11978_AngelaLansbury_68_f.jpg,0.58,0.52,0.12,1,0.29,0.32786018
9673_MegRyan_26_f.jpg,0.33,0.25,0.15,0,0.22,0.2770772
15930_VeronicaLake_40_f.jpg,0.56,0.43,0.27,1,0.43,0.49347878
231_TheodorakisMikis_57_m.jpg,0.61,0.44,0.04,1,0.18,0.30360383
932_FranklinDRoosevelt_60_m.jpg,0.61,0.42,0.37,1,0.54,0.49678037
10700_MaggieSmith_31_f.jpg,0.51,0.42,0.12,1,0.26,0.5818731
10658_LuiseRainer_26_f.jpg,0.52,0.38,0.08,1,0.2,0.23559397
5723_RoyRogers_83_m.jpg,0.57,0.58,0.6,1,0.78,0.49287078
13965_DeborahKerr_42_f.jpg,0.6,0.4,0.2,1,0.36,0.49309584
742_RonaldReagan_57_m.jpg,0.55,0.47,0.25,1,0.42,0.33180916
5302_JackLemon_28_m.jpg,0.53,0.4,0.69,1,0.8,0.46850604
10983_DonnaDouglas_54_f.jpg,0.59,0.52,0.75,1,0.89,0.72333133
4767_MichelPiccoli_60_m.jpg,0.56,0.51,0.32,1,0.51,0.29473084
10189_JoanLeslie_84_f.jpg,0.55,0.52,0.37,1,0.56,0.5457643
3599_MikeConnors_33_m.jpg,0.5,0.46,0.16,0,0.31,0.51187086
3987_BurtReynolds_44_m.jpg,0.48,0.43,0.28,0,0.44,0.3950657
12134_FrancescaAnnis_25_f.jpg,0.52,0.4,0.35,1,0.5,0.2977882
13589_JeanPeters_24_f.jpg,0.59,0.44,0.45,1,0.62,0.569824
6078_WilliamShatner_60_m.jpg,0.57,0.51,0.23,1,0.41,0.33840725
3395_JohnLithgow_53_m.jpg,0.46,0.39,0.16,0,0.29,0.41827127
15715_MargaretNolan_34_f.jpg,0.49,0.41,0.28,0,0.43,0.50997627
16274_campbell_25_f.jpg,0.42,0.31,0.08,0,0.17,0.4194388
2986_WoodyAllen_71_m.jpg,0.54,0.29,0.2,1,0.32,0.2725572
6983_CharlesBoyer_74_m.jpg,0.4,0.39,0.21,0,0.34,0.3066073
16006_MuhammadAli_25_m.jpg,0.45,0.29,0.3,0,0.41,0.39402857
12635_HedyLamarr_30_f.jpg,0.52,0.33,0.32,1,0.45,0.5267581
2374_AlainDelon_30_m.jpg,0.52,0.33,0.32,1,0.45,0.29111445
3600_MikeConnors_35_m.jpg,0.56,0.53,0.16,1,0.34,0.36648393
8017_HenryFonda_33_m.jpg,0.49,0.45,0.5,0,0.65,0.3706089
15369_JanePowell_14_f.jpg,0.51,0.42,0.69,1,0.81,0.7195053
13042_GeraldineChaplin_53_f.jpg,0.47,0.4,0.19,0,0.33,0.28855762
8854_ArnoldSchwarzenegger_63_m.jpg,0.55,0.48,0.28,1,0.46,0.2984763
10440_BetteMidler_21_f.jpg,0.36,0.28,0.0,0,0.05,0.33370623
15211_CydCharisse_83_f.jpg,0.58,0.55,0.57,1,0.75,0.6597709
4221_HelmutBerger_32_m.jpg,0.46,0.38,0.46,0,0.59,0.4139828
264_michaeljackson_46_m.jpg,0.36,0.26,0.43,0,0.52,0.25954536
7842_AnthonyQuayle_58_m.jpg,0.58,0.5,0.4,1,0.59,0.3861609
14244_JanetGaynor_20_f.jpg,0.65,0.49,0.12,1,0.29,0.35273963
8309_RichardCrenna_30_m.jpg,0.56,0.44,0.38,1,0.55,0.3639358
7057_DavidNiven_52_m.jpg,0.62,0.47,0.5,1,0.67,0.3167548
3590_MichaelYork_62_m.jpg,0.53,0.46,0.38,1,0.55,0.38496676
3871_SteveMartin_45_m.jpg,0.61,0.53,0.55,1,0.73,0.37962088
11797_ValerieHarper_51_f.jpg,0.51,0.44,0.08,1,0.21,0.36282656
14153_VivienLeigh_47_f.jpg,0.58,0.43,0.64,1,0.78,0.66244906
1697_EdHarris_37_m.jpg,0.3,0.25,0.26,0,0.34,0.35497522
14000_GloriaSwanson_69_f.jpg,0.46,0.34,0.32,0,0.45,0.25817072
6400_JamesCoburn_33_m.jpg,0.56,0.49,0.26,1,0.44,0.2692641
10222_KathyBates_38_f.jpg,0.52,0.46,0.08,1,0.22,0.33286268
2169_Mparkoulis_25_m.jpg,0.5,0.39,0.43,0,0.57,0.37483397
4810_PierceBrosnan_53_m.jpg,0.39,0.33,0.06,0,0.14,0.44331688
6147_DanaAndrews_49_m.jpg,0.54,0.47,0.08,1,0.23,0.3001595
14151_VivienLeigh_35_f.jpg,0.6,0.45,0.64,1,0.79,0.6042708
3432_KevinSpacey_44_m.jpg,0.58,0.46,0.39,1,0.57,0.34923968
15998_MuhammadAli_30_m.jpg,0.5,0.33,0.17,0,0.29,0.35370085
4645_JeffGoldblum_20_m.jpg,0.57,0.44,0.27,1,0.44,0.34952378
7416_MickeyRooney_33_m.jpg,0.48,0.43,0.13,0,0.27,0.54382753
15105_BonnieHunt_50_f.jpg,0.63,0.52,0.76,1,0.9,0.4894607
6026_RafVallone_28_m.jpg,0.55,0.43,0.37,1,0.53,0.55804974
5090_AnthonyHopkins_55_m.jpg,0.54,0.44,0.36,1,0.53,0.38829845
16061_WillSmith_27_m.jpg,0.67,0.49,0.76,1,0.9,0.68517
6789_RowanAtkinson_49_m.jpg,0.63,0.47,0.15,1,0.32,0.30231476
9582_MarcelloMastroianni_41_m.jpg,0.62,0.52,0.38,1,0.58,0.49271792
13086_GretaGarbo_23_f.jpg,0.53,0.41,0.08,1,0.21,0.49273762
5961_JeanMarais_36_m.jpg,0.38,0.34,0.16,0,0.27,0.33768523
6951_CharlesBoyer_29_m.jpg,0.49,0.38,0.06,0,0.17,0.5341764
4924_RomanPolanski_79_m.jpg,0.57,0.56,0.4,1,0.6,0.31163475
16469_SerenaWilliams_31_f.jpg,0.47,0.34,0.17,0,0.29,0.5887521
14848_SimoneSignoret_62_f.jpg,0.44,0.36,0.59,0,0.7,0.3690819
12297_LauraAntonelli_54_f.jpg,0.53,0.45,0.16,1,0.32,0.3571027
415_LelandStanford_67_m.jpg,0.59,0.4,0.5,1,0.65,0.30544752
12648_IsabelleHuppert_26_f.jpg,0.45,0.34,0.27,0,0.4,0.25486815
8173_PatrickSwayze_45_m.jpg,0.63,0.51,0.35,1,0.55,0.5289937
6737_RexHarrison_70_m.jpg,0.55,0.49,0.25,1,0.43,0.52249014
16457_Tyson_48_f.jpg,0.49,0.3,0.13,0,0.23,0.48225883
3011_AlanRickman_39_m.jpg,0.61,0.53,0.41,1,0.61,0.4362903
8591_DavidCarradine_44_m.jpg,0.43,0.36,0.23,0,0.36,0.35959584
3674_PhilHartman_43_m.jpg,0.6,0.47,0.4,1,0.58,0.39541292
9254_VittorioGassman_52_m.jpg,0.47,0.42,0.56,0,0.7,0.35421994
2746_LiamNeeson_33_m.jpg,0.48,0.41,0.07,0,0.19,0.31388426
2928_ScottGlenn_47_m.jpg,0.54,0.47,0.17,1,0.33,0.2976561
14951_AmandaBlake_41_f.jpg,0.42,0.32,0.39,0,0.51,0.42520648
9012_HumphreyBogard_40_m.jpg,0.55,0.42,0.26,1,0.42,0.30027705
10619_LindaEvans_42_f.jpg,0.5,0.41,0.48,0,0.63,0.5216707
3023_AlanRickman_57_m.jpg,0.55,0.47,0.41,1,0.58,0.3273654
11633_MaureenOHara_35_f.jpg,0.56,0.48,0.52,1,0.69,0.41391304
4405_RobertPowell_28_m.jpg,0.49,0.37,0.27,0,0.41,0.37243256
11964_AngelaLansbury_46_f.jpg,0.34,0.3,0.5,0,0.59,0.3966745
6864_ThomasTerry_57_m.jpg,0.59,0.51,0.41,1,0.6,0.39776683
4148_GenaRowlands_62_m.jpg,0.55,0.5,0.39,1,0.57,0.56739485
9388_SteveMcQueen_32_m.jpg,0.61,0.48,0.46,1,0.64,0.45466158
502_motherTereza_69_f.jpg,0.58,0.42,0.13,1,0.28,0.31472462
12030_DebbieReynolds_32_f.jpg,0.44,0.37,0.12,0,0.24,0.41840246
14059_JudyGarland_45_f.jpg,0.52,0.41,0.25,1,0.4,0.582989
334_LarryEllison_48_m.jpg,0.67,0.47,0.07,1,0.23,0.2726037
9221_RobertMitchum_34_m.jpg,0.5,0.38,0.5,0,0.64,0.40691233
7430_MickeyRooney_61_m.jpg,0.5,0.46,0.11,0,0.26,0.29720962
7950_GilbertRoland_38_m.jpg,0.62,0.53,0.43,1,0.63,0.46598548
1976_JamesBest_88_m.jpg,0.42,0.42,0.14,0,0.27,0.30119008
3156_DannyDeVito_63_m.jpg,0.58,0.51,0.35,1,0.54,0.49968728
1649_BobDylan_21_m.jpg,0.33,0.26,0.5,0,0.58,0.2886989
6291_ErrolFlynn_28_m.jpg,0.59,0.41,0.13,1,0.28,0.53223586
11229_PiaLindstrom_52_f.jpg,0.67,0.58,0.8,1,0.95,0.7282474
11796_ValerieHarper_49_f.jpg,0.54,0.46,0.69,1,0.82,0.5153446
2195_NickNolte_46_m.jpg,0.53,0.46,0.36,1,0.53,0.30135655
7255_KrisKristofferson_53_m.jpg,0.41,0.36,0.25,0,0.38,0.33371335
6153_DanaAndrews_60_m.jpg,0.6,0.53,0.39,1,0.59,0.4148616
15990_MuhammadAli_64_m.jpg,0.47,0.33,0.15,0,0.26,0.50514317
1506_GabrielGarciaMarquez_78_m.jpg,0.61,0.52,0.33,1,0.53,0.379058
1028_ClerkMaxwell_45_m.jpg,0.6,0.44,0.71,1,0.84,0.39147732
7244_KrisKristofferson_35_m.jpg,0.44,0.4,0.11,0,0.23,0.30289575
3083_BruceWillis_43_m.jpg,0.39,0.32,0.26,0,0.37,0.30494708
13444_DanielleDarrieux_77_f.jpg,0.5,0.48,0.41,0,0.58,0.6474832
4735_MichelPiccoli_33_m.jpg,0.39,0.35,0.32,0,0.44,0.37399253
5108_AnthonyHopkins_69_m.jpg,0.61,0.54,0.36,1,0.56,0.40433347
8242_ReginaldOwen_46_m.jpg,0.49,0.44,0.19,0,0.34,0.31038964
9416_Thanasisveggos_38_m.jpg,0.44,0.31,0.38,0,0.5,0.28199923
5978_JeanMarais_69_m.jpg,0.55,0.52,0.16,1,0.34,0.48255625
14065_JudyHolliday_32_f.jpg,0.55,0.41,0.05,1,0.17,0.5382116
14246_JanetGaynor_22_f.jpg,0.66,0.51,0.65,1,0.82,0.6229512
6993_ChristopherWalken_30_m.jpg,0.41,0.31,0.07,0,0.15,0.31585225
8467_WilliamHolden_27_m.jpg,0.45,0.34,0.28,0,0.41,0.37986857
519_AlKapone_37_m.jpg,0.53,0.39,0.3,1,0.45,0.31784093
16318_Davis_51_f.jpg,0.52,0.39,0.15,1,0.29,0.36519462
9789_JaneAsher_6_f.jpg,0.39,0.31,0.27,0,0.38,0.25565004
10747_MerylStreep_57_f.jpg,0.7,0.59,0.58,1,0.78,0.8792766
138_PaulmcCartney_36_m.jpg,0.58,0.41,0.39,1,0.55,0.6584098
15742_MaryTamm_42_f.jpg,0.59,0.47,0.38,1,0.56,0.37987345
5324_JeanGabin_46_m.jpg,0.64,0.52,0.38,1,0.58,0.3839129
272_PabloPicasso_56_m.jpg,0.51,0.43,0.23,1,0.39,0.29511487
7561_RobertRyan_32_m.jpg,0.57,0.5,0.26,1,0.44,0.36939928
4258_JeffreyJones_67_m.jpg,0.48,0.46,0.12,0,0.26,0.2839833
10149_JoanCusack_36_f.jpg,0.36,0.28,0.14,0,0.22,0.56205785
2211_NickNolte_63_m.jpg,0.57,0.5,0.0,1,0.13,0.41334692
7971_GilbertRoland_77_m.jpg,0.52,0.48,0.19,1,0.36,0.35602197
695_GeorgeHWBush_58_m.jpg,0.61,0.38,0.55,1,0.69,0.4429865
14770_ShelleyWinters_60_f.jpg,0.54,0.4,0.55,1,0.69,0.64344925
4693_JohnTravolta_22_m.jpg,0.54,0.34,0.48,1,0.61,0.47556558
11279_SophiaLoren_28_f.jpg,0.57,0.44,0.52,1,0.68,0.7656944
14694_ElizabethTaylor_77_f.jpg,0.56,0.19,0.5,1,0.59,0.5995583
13202_MichellePfeiffer_33_f.jpg,0.55,0.41,0.18,1,0.33,0.5485706
1146_GalileoGalilei_74_m.jpg,0.65,0.4,0.14,1,0.29,0.34958482
15773_PamelaSueMartin_42_f.jpg,0.45,0.37,0.43,0,0.56,0.41865683
10518_FayeDunaway_55_f.jpg,0.57,0.48,0.64,1,0.79,0.30124563
5026_WarrenBeatty_61_m.jpg,0.53,0.39,0.12,1,0.25,0.48656878
2636_JeremyKemp_29_m.jpg,0.46,0.35,0.29,0,0.42,0.3867275
15006_AnnMiller_20_f.jpg,0.5,0.39,0.17,0,0.31,0.35434532
10129_JaneFonda_70_f.jpg,0.62,0.55,0.62,1,0.8,0.5794871
13886_AnnieGirardot_36_f.jpg,0.25,0.22,0.06,0,0.09,0.49299988
14195_GeraldinePage_60_f.jpg,0.44,0.29,0.49,0,0.59,0.37955266
2310_SamNeill_51_m.jpg,0.49,0.41,0.18,0,0.32,0.33736634
3347_JeffBridges_61_m.jpg,0.51,0.44,0.31,1,0.47,0.46528655
9585_MarcelloMastroianni_44_m.jpg,0.6,0.51,0.07,1,0.23,0.34149343
2879_SamElliott_35_m.jpg,0.49,0.43,0.31,0,0.47,0.33432359
5577_PatrickStewart_66_m.jpg,0.44,0.39,0.11,0,0.23,0.34822604
983_Einstain_70_m.jpg,0.61,0.47,0.09,1,0.25,0.46995386
12166_GlendaJackson_33_f.jpg,0.43,0.36,0.33,0,0.46,0.3494168
12016_DebbieReynolds_15_f.jpg,0.49,0.39,0.6,0,0.72,0.3735634
1737_TimCurry_45_m.jpg,0.51,0.44,0.14,1,0.29,0.31716827
99_PaulAnka_46_m.jpg,0.49,0.32,0.46,0,0.58,0.3373272
6201_DickieMoore_57_m.jpg,0.48,0.43,0.06,0,0.18,0.4294323
553_angelamerkel_59_f.jpg,0.63,0.5,0.07,1,0.23,0.35078874
9804_JaneAsher_25_f.jpg,0.48,0.37,0.33,0,0.47,0.8255195
16365_Dench_71_f.jpg,0.55,0.4,0.32,1,0.48,0.23942357
2189_NickNolte_39_m.jpg,0.53,0.47,0.1,1,0.25,0.315396
8392_SpencerTracy_41_m.jpg,0.49,0.36,0.31,0,0.45,0.32089418
96_PaulAnka_52_m.jpg,0.58,0.41,0.32,1,0.48,0.3727217
15064_BettyGarrett_66_f.jpg,0.65,0.59,0.85,1,0.99,0.62447876
9025_HumphreyBogard_48_m.jpg,0.55,0.4,0.48,1,0.63,0.33648184
7649_TonyCurtis_47_m.jpg,0.57,0.47,0.48,1,0.65,0.34593093
7956_GilbertRoland_47_m.jpg,0.59,0.49,0.43,1,0.61,0.36856773
13289_AmandaRedman_47_f.jpg,0.47,0.38,0.6,0,0.72,0.4613191
7634_TellySavalas_65_m.jpg,0.44,0.39,0.17,0,0.3,0.45808017
1832_TomJones_24_m.jpg,0.5,0.39,0.09,0,0.21,0.36049092
3345_JeffBridges_59_m.jpg,0.47,0.4,0.17,0,0.31,0.36958256
602_QueenElizabet_45_f.jpg,0.59,0.33,0.09,1,0.21,0.52893806
12808_MaryTylerMoore_22_f.jpg,0.61,0.48,0.78,1,0.9,0.49878067
14388_MaryPickford_20_f.jpg,0.52,0.4,0.3,1,0.45,0.32814127
10024_GoldieHawn_62_f.jpg,0.58,0.5,0.36,1,0.55,0.5630631
4087_DickVanDyke_35_m.jpg,0.45,0.41,0.06,0,0.17,0.40511984
12713_JanetLeigh_36_f.jpg,0.56,0.48,0.23,1,0.41,0.43962365
8112_LeslieNielsen_38_m.jpg,0.57,0.55,0.33,1,0.53,0.3241412
16187_BillCosby_38_m.jpg,0.51,0.45,0.52,1,0.67,0.5933748
9008_GeorgeCScott_26_m.jpg,0.32,0.16,0.38,0,0.43,0.30595148
15034_AnnMiller_64_f.jpg,0.58,0.52,0.65,1,0.81,0.51704556
625_mitsotakis_83_m.jpg,0.6,0.34,0.24,1,0.38,0.33325085
3512_MarisaPavan_76_m.jpg,0.5,0.47,0.5,0,0.66,0.55041146
12978_ClaudiaCardinale_23_f.jpg,0.44,0.34,0.43,0,0.55,0.63331693
16226_RichardPryor_61_m.jpg,0.47,0.37,0.14,0,0.26,0.32853824
9655_BoDerek_40_f.jpg,0.64,0.51,0.5,1,0.69,0.76996636
13040_GeraldineChaplin_51_f.jpg,0.52,0.43,0.12,1,0.26,0.22278099
11186_MonicaVitti_33_f.jpg,0.57,0.46,0.14,1,0.3,0.43571764
10127_JaneFonda_68_f.jpg,0.6,0.53,0.62,1,0.79,0.6742414
8920_ErnestBorgnine_53_m.jpg,0.46,0.43,0.5,0,0.64,0.36130488
2775_MickJagger_24_m.jpg,0.51,0.37,0.29,1,0.43,0.33289105
6579_LexBarker_32_m.jpg,0.61,0.49,0.42,1,0.61,0.4267725
9985_GlennClose_40_f.jpg,0.64,0.52,0.1,1,0.28,0.45657566
3689_RingoStarr_29_m.jpg,0.51,0.39,0.54,1,0.68,0.34751216
3900_TomasMilian_40_m.jpg,0.33,0.29,0.5,0,0.59,0.32786205
3864_SteveMartin_18_m.jpg,0.53,0.42,0.55,1,0.69,0.5931098
5153_BobHope_41_m.jpg,0.46,0.41,0.14,0,0.27,0.44727176
11742_SusanSarandon_49_f.jpg,0.49,0.42,0.03,0,0.14,0.2695507
10273_MarietteHartley_22_f.jpg,0.58,0.45,0.56,1,0.72,0.5838868
10799_PeggyLipton_25_f.jpg,0.64,0.5,0.65,1,0.81,0.60171753
4262_KevinCostner_28_m.jpg,0.63,0.48,0.44,1,0.62,0.4854852
10451_BetteMidler_32_f.jpg,0.53,0.41,0.75,1,0.85,0.56923354
11576_LindsayWagner_44_f.jpg,0.49,0.41,0.2,0,0.34,0.35397807
1947_JamesBest_34_m.jpg,0.43,0.39,0.6,0,0.72,0.3459005
1142_HeinrichHertz_29_m.jpg,0.6,0.43,0.22,1,0.39,0.26623553
13442_DanielleDarrieux_72_f.jpg,0.39,0.36,0.41,0,0.53,0.605277
13999_GloriaSwanson_77_f.jpg,0.44,0.33,0.32,0,0.44,0.32497546
12924_BarbraStreisand_42_f.jpg,0.6,0.46,0.45,1,0.62,0.566493
15329_EdwigeFenech_62_f.jpg,0.57,0.49,0.3,1,0.48,0.7451622
12114_EvaMarieSaint_71_f.jpg,0.62,0.59,0.63,1,0.82,0.73200613
6493_JohnnyCash_69_m.jpg,0.57,0.39,0.55,1,0.69,0.33138627
9211_RobertMitchum_37_m.jpg,0.54,0.47,0.5,1,0.67,0.3287653
9879_LauraDern_28_f.jpg,0.52,0.39,0.18,1,0.32,0.23971373
1284_MarieCurie_36_f.jpg,0.61,0.48,0.07,1,0.22,0.5095323
9860_KimNovak_31_f.jpg,0.44,0.34,0.33,0,0.46,0.24837826
12888_RuthGordon_50_f.jpg,0.44,0.4,0.17,0,0.3,0.39467937
14947_AmandaBlake_27_f.jpg,0.53,0.4,0.39,1,0.54,0.45924428
15192_CydCharisse_48_f.jpg,0.36,0.33,0.03,0,0.1,0.3952725
1860_TomJones_67_m.jpg,0.51,0.35,0.35,1,0.49,0.32144552
9074_JeanClaudeVanDamme_45_m.jpg,0.36,0.28,0.41,0,0.51,0.32346252
8728_RichardAttenborough_54_m.jpg,0.52,0.39,0.06,1,0.18,0.32548288
12574_DonnaReed_27_f.jpg,0.67,0.51,0.0,1,0.15,0.3891938
4004_BurtReynolds_77_m.jpg,0.55,0.45,0.21,1,0.37,0.32792035
8121_LeslieNielsen_67_m.jpg,0.55,0.45,0.04,1,0.17,0.36197507
5516_NicolasSarkozy_23_m.jpg,0.45,0.35,0.4,0,0.53,0.28744274
3848_SteveKanaly_39_m.jpg,0.51,0.42,0.11,1,0.25,0.34966817
10870_SusanGeorge_41_f.jpg,0.45,0.36,0.09,0,0.2,0.37962228
1183_ErnestRutherford_34_m.jpg,0.45,0.36,0.08,0,0.19,0.3700207
13001_ClaudiaCardinale_64_f.jpg,0.44,0.39,0.43,0,0.57,0.4120658
2609_JamesWoods_33_m.jpg,0.7,0.6,0.3,1,0.53,0.28148556
16431_Turner_72_f.jpg,0.49,0.43,0.47,0,0.62,0.42481148
4677_JohnTravolta_53_m.jpg,0.48,0.29,0.07,0,0.16,0.30515653
1847_TomJones_50_m.jpg,0.58,0.46,0.27,1,0.45,0.53708744
15143_CatherineSchell_70_f.jpg,0.52,0.47,0.66,1,0.8,0.54713213
11173_LizaMinelli_60_f.jpg,0.5,0.41,0.5,0,0.64,0.736707
14550_AudreyHepburn_35_f.jpg,0.56,0.39,0.44,1,0.59,0.47571558
2138_MelGibson_24_m.jpg,0.56,0.43,0.22,1,0.38,0.30934548
1541_Bono_38_m.jpg,0.3,0.24,0.33,0,0.41,0.33484823
9060_JeanClaudeVanDamme_41_m.jpg,0.51,0.41,0.24,1,0.39,0.3831943
6947_BorisKarloff_76_m.jpg,0.5,0.49,0.24,0,0.41,0.57701695
13161_JaneWyman_38_f.jpg,0.65,0.46,0.14,1,0.31,0.37550274
16091_DannyGlover_41_m.jpg,0.56,0.46,0.31,1,0.48,0.51500124
15661_KatharineRoss_72_f.jpg,0.49,0.46,0.24,0,0.4,0.36631992
2964_tomselleck_44_m.jpg,0.55,0.47,0.23,1,0.4,0.4304558
1246_RobertOppenheimer_52_m.jpg,0.52,0.4,0.07,1,0.19,0.31225452
7855_ChristopherPlummer_32_m.jpg,0.38,0.33,0.35,0,0.47,0.41071182
10952_DaliahLavi_41_f.jpg,0.41,0.35,0.04,0,0.13,0.32146508
8899_ChristopherEccleston_43_m.jpg,0.57,0.45,0.15,1,0.31,0.3668331
6691_PeterGraves_66_m.jpg,0.51,0.44,0.15,1,0.3,0.29214042
2933_ScottGlenn_52_m.jpg,0.49,0.42,0.05,0,0.17,0.43582729
2533_DonJohnson_61_m.jpg,0.57,0.49,0.63,1,0.78,0.55259174
12155_FrancescaAnnis_60_f.jpg,0.43,0.37,0.06,0,0.16,0.31854743
2459_ClaudeRich_33_m.jpg,0.48,0.44,0.13,0,0.27,0.6997193
10003_GoldieHawn_24_f.jpg,0.5,0.38,0.36,0,0.51,0.36443752
9837_JudyDavis_52_f.jpg,0.57,0.42,0.31,1,0.47,0.5221555
7232_JosephCotten_59_m.jpg,0.45,0.37,0.19,0,0.32,0.33593437
16338_Dee_85_f.jpg,0.55,0.34,0.29,1,0.43,0.31152958
3099_ChuckNorris_32_m.jpg,0.34,0.31,0.43,0,0.53,0.38458604
2167_Mparkoulis_30_m.jpg,0.54,0.42,0.43,1,0.59,0.34487325
12235_IsabelleAdjani_33_f.jpg,0.55,0.44,0.06,1,0.19,0.28717178
8825_ArnoldSchwarzenegger_32_m.jpg,0.51,0.44,0.1,1,0.24,0.25482297
11131_JuneLockhart_56_f.jpg,0.22,0.21,0.03,0,0.04,0.71666974
7282_LeifErickson_35_m.jpg,0.54,0.46,0.13,1,0.28,0.3539382
3406_JohnLithgow_68_m.jpg,0.6,0.53,0.44,1,0.63,0.6008633
396_SteveJobsb_55_m.jpg,0.53,0.28,0.38,1,0.5,0.51737404
11492_JulieAndrews_71_f.jpg,0.55,0.47,0.55,1,0.71,0.53776735
13527_HelenHayes_30_f.jpg,0.49,0.36,0.28,0,0.42,0.52019453
3079_BruceWillis_38_m.jpg,0.53,0.43,0.13,1,0.27,0.34242082
8935_ErnestBorgnine_80_m.jpg,0.56,0.56,0.22,1,0.41,0.3488852
10471_BetteMidler_54_f.jpg,0.6,0.45,0.75,1,0.87,0.41475692
7935_GeorgePeppard_43_m.jpg,0.48,0.34,0.32,0,0.45,0.33316016
10341_AnitaEkberg_27_f.jpg,0.43,0.33,0.22,0,0.34,0.43015644
12820_MaryTylerMoore_35_f.jpg,0.54,0.46,0.78,1,0.89,0.50679857
6962_CharlesBoyer_45_m.jpg,0.52,0.45,0.18,1,0.34,0.32855776
15740_MaryTamm_36_f.jpg,0.47,0.37,0.42,0,0.56,0.35570017
8590_DavidCarradine_43_m.jpg,0.62,0.54,0.23,1,0.43,0.33409104
13605_JeanPeters_59_f.jpg,0.58,0.5,0.45,1,0.63,0.54978
418_LelandStanford_26_m.jpg,0.45,0.23,0.2,0,0.29,0.40616474
5095_AnthonyHopkins_70_m.jpg,0.6,0.49,0.18,1,0.36,0.3934551
5408_JonFinch_38_m.jpg,0.5,0.4,0.36,0,0.51,0.33709452
12984_ClaudiaCardinale_30_f.jpg,0.49,0.37,0.17,0,0.3,0.35993695
8146_LorneGreene_49_m.jpg,0.66,0.56,0.46,1,0.67,0.30687255
16485_SerenaWilliams_32_f.jpg,0.58,0.43,0.26,1,0.43,0.4899914
15684_KathrynGrayson_46_f.jpg,0.43,0.37,0.06,0,0.16,0.4015288
12494_AnneBaxter_22_f.jpg,0.51,0.39,0.4,1,0.55,0.60326034
1915_EdwardFox_42_m.jpg,0.55,0.48,0.28,1,0.46,0.34819233
6212_DickieMoore_21_m.jpg,0.49,0.3,0.38,0,0.5,0.38957086
14598_JenniferJones_35_f.jpg,0.56,0.41,0.41,1,0.57,0.37829015
1233_RobertOppenheimer_40_m.jpg,0.64,0.48,0.5,1,0.68,0.39967844
12453_AngieDickinson_57_f.jpg,0.55,0.44,0.68,1,0.81,0.65278566
10828_RaquelWelch_26_f.jpg,0.54,0.41,0.26,1,0.42,0.33384964
14473_PeggyAshcroft_74_f.jpg,0.39,0.34,0.23,0,0.35,0.26246357
